ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,54982,219928,0.22,2.68,236027904,236.03,1073.21,18.50
2,MaxPool,14278,57112,0.06,0.70,0,0,0,0
3,Conv,6641,26564,0.03,0.32,102760448,102.76,3868.41,66.67
4,Conv,3441,13764,0.01,0.17,25690112,25.69,1866.47,32.17
5,Conv,20941,83764,0.08,1.02,231211008,231.21,2760.27,47.57
6,Conv,6642,26568,0.03,0.32,102760448,102.76,3867.83,66.66
7,Add,12576,50304,0.05,0.61,0,0,0,0
8,Conv,9427,37708,0.04,0.46,102760448,102.76,2725.16,46.96
9,Conv,20942,83768,0.08,1.02,231211008,231.21,2760.14,47.57
10,Conv,6641,26564,0.03,0.32,102760448,102.76,3868.41,66.67
11,Add,12576,50304,0.05,0.61,0,0,0,0
12,Conv,9428,37712,0.04,0.46,102760448,102.76,2724.87,46.96
13,Conv,20910,83640,0.08,1.02,231211008,231.21,2764.36,47.64
14,Conv,6642,26568,0.03,0.32,102760448,102.76,3867.83,66.66
15,Add,12576,50304,0.05,0.61,0,0,0,0
16,Conv,10996,43984,0.04,0.54,205520896,205.52,4672.63,80.53
17,Conv,6627,26508,0.03,0.32,51380224,51.38,1938.29,33.40
18,Conv,12341,49364,0.05,0.60,231211008,231.21,4683.80,80.72
19,Conv,4987,19948,0.02,0.24,102760448,102.76,5151.42,88.78
20,Add,6304,25216,0.03,0.31,0,0,0,0
21,Conv,5638,22552,0.02,0.27,102760448,102.76,4556.60,78.53
22,Conv,12337,49348,0.05,0.60,231211008,231.21,4685.32,80.74
23,Conv,5636,22544,0.02,0.27,102760448,102.76,4558.22,78.55
24,Add,6304,25216,0.03,0.31,0,0,0,0
25,Conv,5665,22660,0.02,0.28,102760448,102.76,4534.88,78.15
26,Conv,12336,49344,0.05,0.60,231211008,231.21,4685.70,80.75
27,Conv,5637,22548,0.02,0.27,102760448,102.76,4557.41,78.54
28,Add,6304,25216,0.03,0.31,0,0,0,0
29,Conv,5642,22568,0.02,0.27,102760448,102.76,4553.37,78.47
30,Conv,12338,49352,0.05,0.60,231211008,231.21,4684.94,80.74
31,Conv,5602,22408,0.02,0.27,102760448,102.76,4585.88,79.03
32,Add,6304,25216,0.03,0.31,0,0,0,0
33,Conv,5602,22408,0.02,0.27,102760448,102.76,4585.88,79.03
34,Conv,12336,49344,0.05,0.60,231211008,231.21,4685.70,80.75
35,Conv,5602,22408,0.02,0.27,102760448,102.76,4585.88,79.03
36,Add,6304,25216,0.03,0.31,0,0,0,0
37,Conv,5642,22568,0.02,0.27,102760448,102.76,4553.37,78.47
38,Conv,12336,49344,0.05,0.60,231211008,231.21,4685.70,80.75
39,Conv,5602,22408,0.02,0.27,102760448,102.76,4585.88,79.03
40,Add,6304,25216,0.03,0.31,0,0,0,0
41,Conv,5636,22544,0.02,0.27,102760448,102.76,4558.22,78.55
42,Conv,12339,49356,0.05,0.60,231211008,231.21,4684.56,80.73
43,Conv,5604,22416,0.02,0.27,102760448,102.76,4584.25,79.00
44,Add,6304,25216,0.03,0.31,0,0,0,0
45,Conv,5634,22536,0.02,0.27,102760448,102.76,4559.84,78.58
46,Conv,12335,49340,0.05,0.60,231211008,231.21,4686.08,80.76
47,Conv,5615,22460,0.02,0.27,102760448,102.76,4575.26,78.85
48,Add,6304,25216,0.03,0.31,0,0,0,0
49,Conv,17239,68956,0.07,0.84,205520896,205.52,2980.46,51.36
50,Conv,4493,17972,0.02,0.22,51380224,51.38,2858.90,49.27
51,Conv,13299,53196,0.05,0.65,231211008,231.21,4346.40,74.90
52,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
53,Add,3360,13440,0.01,0.16,0,0,0,0
54,Conv,8744,34976,0.03,0.43,102760448,102.76,2938.03,50.63
55,Conv,13300,53200,0.05,0.65,231211008,231.21,4346.07,74.90
56,Conv,8747,34988,0.03,0.43,102760448,102.76,2937.02,50.62
57,Add,3360,13440,0.01,0.16,0,0,0,0
58,Conv,8820,35280,0.04,0.43,102760448,102.76,2912.71,50.20
59,Conv,13299,53196,0.05,0.65,231211008,231.21,4346.40,74.90
60,Conv,8750,35000,0.04,0.43,102760448,102.76,2936.01,50.60
61,Add,3360,13440,0.01,0.16,0,0,0,0
62,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
63,Conv,13300,53200,0.05,0.65,231211008,231.21,4346.07,74.90
64,Conv,8748,34992,0.03,0.43,102760448,102.76,2936.68,50.61
65,Add,3360,13440,0.01,0.16,0,0,0,0
66,Conv,8746,34984,0.03,0.43,102760448,102.76,2937.36,50.62
67,Conv,13299,53196,0.05,0.65,231211008,231.21,4346.40,74.90
68,Conv,8740,34960,0.03,0.43,102760448,102.76,2939.37,50.66
69,Add,3360,13440,0.01,0.16,0,0,0,0
70,Conv,8826,35304,0.04,0.43,102760448,102.76,2910.73,50.16
71,Conv,13300,53200,0.05,0.65,231211008,231.21,4346.07,74.90
72,Conv,8740,34960,0.03,0.43,102760448,102.76,2939.37,50.66
73,Add,3360,13440,0.01,0.16,0,0,0,0
74,Conv,8744,34976,0.03,0.43,102760448,102.76,2938.03,50.63
75,Conv,13299,53196,0.05,0.65,231211008,231.21,4346.40,74.90
76,Conv,8746,34984,0.03,0.43,102760448,102.76,2937.36,50.62
77,Add,3360,13440,0.01,0.16,0,0,0,0
78,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
79,Conv,13300,53200,0.05,0.65,231211008,231.21,4346.07,74.90
80,Conv,8745,34980,0.03,0.43,102760448,102.76,2937.69,50.63
81,Add,3360,13440,0.01,0.16,0,0,0,0
82,Conv,8748,34992,0.03,0.43,102760448,102.76,2936.68,50.61
83,Conv,13300,53200,0.05,0.65,231211008,231.21,4346.07,74.90
84,Conv,8820,35280,0.04,0.43,102760448,102.76,2912.71,50.20
85,Add,3360,13440,0.01,0.16,0,0,0,0
86,Conv,8746,34984,0.03,0.43,102760448,102.76,2937.36,50.62
87,Conv,13300,53200,0.05,0.65,231211008,231.21,4346.07,74.90
88,Conv,8739,34956,0.03,0.43,102760448,102.76,2939.71,50.66
89,Add,3360,13440,0.01,0.16,0,0,0,0
90,Conv,8752,35008,0.04,0.43,102760448,102.76,2935.34,50.59
91,Conv,19382,77528,0.08,0.94,231211008,231.21,2982.29,51.40
92,Conv,8747,34988,0.03,0.43,102760448,102.76,2937.02,50.62
93,Add,3360,13440,0.01,0.16,0,0,0,0
94,Conv,8741,34964,0.03,0.43,102760448,102.76,2939.04,50.65
95,Conv,19349,77396,0.08,0.94,231211008,231.21,2987.38,51.48
96,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
97,Add,3360,13440,0.01,0.16,0,0,0,0
98,Conv,8741,34964,0.03,0.43,102760448,102.76,2939.04,50.65
99,Conv,19393,77572,0.08,0.95,231211008,231.21,2980.60,51.37
100,Conv,8740,34960,0.03,0.43,102760448,102.76,2939.37,50.66
101,Add,3360,13440,0.01,0.16,0,0,0,0
102,Conv,8744,34976,0.03,0.43,102760448,102.76,2938.03,50.63
103,Conv,19347,77388,0.08,0.94,231211008,231.21,2987.69,51.49
104,Conv,8743,34972,0.03,0.43,102760448,102.76,2938.36,50.64
105,Add,3360,13440,0.01,0.16,0,0,0,0
106,Conv,8748,34992,0.03,0.43,102760448,102.76,2936.68,50.61
107,Conv,19394,77576,0.08,0.95,231211008,231.21,2980.45,51.36
108,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
109,Add,3360,13440,0.01,0.16,0,0,0,0
110,Conv,8743,34972,0.03,0.43,102760448,102.76,2938.36,50.64
111,Conv,19392,77568,0.08,0.94,231211008,231.21,2980.75,51.37
112,Conv,8738,34952,0.03,0.43,102760448,102.76,2940.04,50.67
113,Add,3360,13440,0.01,0.16,0,0,0,0
114,Conv,8747,34988,0.03,0.43,102760448,102.76,2937.02,50.62
115,Conv,19394,77576,0.08,0.95,231211008,231.21,2980.45,51.36
116,Conv,8749,34996,0.03,0.43,102760448,102.76,2936.35,50.60
117,Add,3360,13440,0.01,0.16,0,0,0,0
118,Conv,8736,34944,0.03,0.43,102760448,102.76,2940.72,50.68
119,Conv,19437,77748,0.08,0.95,231211008,231.21,2973.85,51.25
120,Conv,8744,34976,0.03,0.43,102760448,102.76,2938.03,50.63
121,Add,3360,13440,0.01,0.16,0,0,0,0
122,Conv,8821,35284,0.04,0.43,102760448,102.76,2912.38,50.19
