round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,111798,30346,19437637,31143,16645,19627569
2,73336,102447,19503015,69374,75908,19824080
3,107319,63951,19475021,67242,81429,19794962
4,73506,32443,19409561,38005,57434,19610949
5,84223,38619,19477763,106799,143545,19850949
6,114939,46230,19479074,120948,156850,19918041
7,195487,128507,19432919,59803,97781,19914497
8,152558,48524,19472744,119762,155469,19949057
9,195840,139065,19461462,121648,136275,20054290
10,180792,86075,19470719,115591,150508,20003685
11,209251,158279,19444414,70430,102897,19985271
12,145862,49471,19477049,117927,157640,19947949
13,205591,136609,19465078,100776,135718,20043772
14,129135,50429,19477919,104272,133125,19894880
15,143612,57812,19481161,102334,147209,19932128
16,145778,49749,19434699,110968,129733,19870927
17,124248,46552,19448071,25971,71897,19716739
18,141303,45441,19477737,101347,134024,19899852
19,168874,81883,19522238,103384,146366,20022745
20,142018,51317,19473810,120696,155483,19943324
21,148156,115653,19471460,120338,152029,20007636
22,100636,47245,19483882,104915,148144,19884822
23,178151,124781,19478436,127024,168879,20077271
24,143628,50407,19431865,26169,64298,19716367
25,176709,133013,19474261,105653,146767,20036403
26,182886,116751,19475000,111430,160145,20046212
27,188800,128583,19429518,42726,101743,19891370
28,201652,101738,19474363,103962,114550,19996265
29,182783,155684,19433951,50816,137377,19960611
30,211578,96231,19469664,106757,148671,20032901
31,304174,122008,19478721,115326,158523,20178752
32,208163,135772,19478151,105748,156045,20083879
33,193070,131953,19488222,32194,101746,19947185
34,205516,89354,19476432,114581,169427,20055310
35,183622,103345,19460643,107038,79291,19933939
36,197519,141090,19476917,109268,148441,20073235
37,180291,118975,19468743,117113,164892,20050014
38,205829,57743,19434982,7784,69890,19776228
39,120459,58178,19476632,110947,145870,19912086
40,187411,119750,19461281,118429,138422,20025293
41,159002,113937,19480915,113552,70681,19938087
42,190619,89566,19440227,112315,153573,19986300
43,188476,97131,19444529,69221,107542,19906899
44,148331,57274,19402714,6187,53880,19668386
45,83348,60481,19502211,66280,77993,19790313
46,85930,92667,19467755,68090,89796,19804238
47,117541,69910,19466909,107477,137632,19899469
48,172518,70126,19471792,99317,147675,19961428
49,113154,91942,19477167,122458,129694,19934415
50,141559,104530,19474463,108168,135472,19964192
