ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,40112,160448,0.16,0.83,173408256,173.41,1080.78,37.25
2,Conv,319031,1276124,1.28,6.59,3699376128,3699.38,2898.92,99.92
3,MaxPool,44266,177064,0.18,0.91,0,0,0,0
4,Conv,159648,638592,0.64,3.30,1849688064,1849.69,2896.51,99.83
5,Conv,319031,1276124,1.28,6.59,3699376128,3699.38,2898.92,99.92
6,MaxPool,17464,69856,0.07,0.36,0,0,0,0
7,Conv,159648,638592,0.64,3.30,1849688064,1849.69,2896.51,99.83
8,Conv,319031,1276124,1.28,6.59,3699376128,3699.38,2898.92,99.92
9,Conv,319031,1276124,1.28,6.59,3699376128,3699.38,2898.92,99.92
10,MaxPool,8186,32744,0.03,0.17,0,0,0,0
11,Conv,169406,677624,0.68,3.50,1849688064,1849.69,2729.67,94.08
12,Conv,338547,1354188,1.35,7.00,3699376128,3699.38,2731.80,94.16
13,Conv,338547,1354188,1.35,7.00,3699376128,3699.38,2731.80,94.16
14,MaxPool,4657,18628,0.02,0.10,0,0,0,0
15,Conv,104353,417412,0.42,2.16,924844032,924.84,2215.66,76.37
16,Conv,104353,417412,0.42,2.16,924844032,924.84,2215.66,76.37
17,Conv,104352,417408,0.42,2.16,924844032,924.84,2215.68,76.37
18,MaxPool,1196,4784,0.00,0.02,0,0,0,0
19,Fc,1634890,6539560,6.54,33.78,205520896,205.52,31.43,98.21
20,Fc,267112,1068448,1.07,5.52,33554432,33.55,31.40,98.14
21,Fc,66886,267544,0.27,1.38,8192000,8.19,30.62,95.69
