round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,93236,30623,6614063,4755,10364,6753041
2,46736,30786,6640387,62565,74863,6855337
3,58398,30650,6610127,63291,77089,6839555
4,81571,87096,6642610,72649,78399,6962325
5,109016,89260,6693723,6143,13810,6911952
6,62537,31322,6609974,13040,49807,6766680
7,89047,72996,6689909,73958,91169,7017079
8,86959,75732,6634117,113154,89380,6999342
9,154639,89375,6662015,77341,97046,7080416
10,107536,62979,6635351,63360,78966,6948192
11,111036,82944,6662417,63763,86732,7006892
12,90675,67895,6719494,67836,71659,7017559
13,78891,60133,6646613,87475,83291,6956403
14,95613,60252,6710068,62613,78456,7007002
15,90045,70153,6727595,67195,78457,7033445
16,101917,63910,6712131,67247,79772,7024977
17,143015,61748,6608992,32961,41889,6888605
18,47694,31104,6612757,5837,52872,6750264
19,86729,61388,6713555,59265,78237,6999174
20,144172,107214,6647455,7936,22155,6928932
21,83806,63516,6695069,67019,85379,6994789
22,94645,35989,6675084,68991,80599,6955308
23,147757,94330,6644579,67792,91125,7045583
24,106257,67515,6624323,18272,121493,6937860
25,107656,73535,6663627,21031,93095,6958944
26,143425,118154,6635044,20741,90616,7007980
27,167514,111967,6675613,107962,141677,7204733
28,157402,106565,6671152,94595,132041,7161755
29,138041,90636,6652596,26255,69783,6977311
30,208455,46548,6679840,121553,153627,7210023
31,150002,119078,6682871,91968,134627,7178546
32,149831,99513,6667348,114279,156080,7187051
33,210652,116498,6648385,22838,99810,7098183
34,142409,81312,6681087,74474,117050,7096332
35,157784,54563,6677398,90417,146380,7126542
36,137016,46567,6679832,95044,144452,7102911
37,205321,123942,6674524,89946,155755,7249488
38,133680,85072,6661525,34349,112378,7027004
39,127562,84831,6678578,111274,147547,7149792
40,138494,46782,6661649,22988,101571,6971484
41,158930,54954,6686403,116719,141724,7158730
42,165634,98587,6670722,90913,131288,7157144
43,186703,116649,6649820,27144,55211,7035527
44,96514,45611,6721476,99620,46800,7010021
45,182010,120554,6686203,51932,98080,7138779
46,120173,138234,6651985,30023,97931,7038346
47,170511,114936,6649413,97130,133910,7165900
48,272220,80911,6692854,112682,110062,7268729
49,97085,80471,6691638,95141,140156,7104491
50,148371,96159,6695375,98918,145823,7184646
