Name,Type,OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD
/features/stage2/unit4/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,192,160,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit5/branches/branch1/conv/conv/Conv_quant,Conv,192,768,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,768,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,768,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch4/pool/AveragePool_quant,AveragePool,768,768,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit5/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit5/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit5/branches/branch4/conv/conv/Conv_quant,Conv,192,768,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit5/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,192,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit5/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit5/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,192,192,17,17,1,7,1,1,3,3,0,0
/features/stage3/unit1/branches/branch1/conv_list/conv1/conv/Conv_quant,Conv,192,768,17,17,1,1,1,1,0,0,0,0
/features/stage3/unit1/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,768,17,17,1,1,1,1,0,0,0,0
/features/stage3/unit1/branches/branch3/pool/MaxPool,MaxPool,768,768,17,17,3,3,2,2,0,0,0,0
/features/stage3/unit1/branches/branch1/conv_list/conv2/conv/Conv_quant,Conv,320,192,17,17,3,3,2,2,0,0,0,0
/features/stage3/unit1/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,1,7,1,1,3,3,0,0
/features/stage3/unit1/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage3/unit1/branches/branch2/conv_list/conv4/conv/Conv_quant,Conv,192,192,17,17,3,3,2,2,0,0,0,0
/features/stage3/unit2/branches/branch1/conv/conv/Conv_quant,Conv,320,1280,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,384,1280,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,448,1280,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch4/pool/AveragePool_quant,AveragePool,1280,1280,8,8,3,3,1,1,1,1,1,1
/features/stage3/unit2/branches/branch2/conv1x3/conv/Conv_quant,Conv,384,384,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit2/branches/branch2/conv3x1/conv/Conv_quant,Conv,384,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit2/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,384,448,8,8,3,3,1,1,1,1,1,1
/features/stage3/unit2/branches/branch4/conv/conv/Conv_quant,Conv,192,1280,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch3/conv1x3/conv/Conv_quant,Conv,384,384,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit2/branches/branch3/conv3x1/conv/Conv_quant,Conv,384,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit3/branches/branch1/conv/conv/Conv_quant,Conv,320,2048,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,384,2048,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,448,2048,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch4/pool/AveragePool_quant,AveragePool,2048,2048,8,8,3,3,1,1,1,1,1,1
/features/stage3/unit3/branches/branch2/conv1x3/conv/Conv_quant,Conv,384,384,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit3/branches/branch2/conv3x1/conv/Conv_quant,Conv,384,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit3/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,384,448,8,8,3,3,1,1,1,1,1,1
/features/stage3/unit3/branches/branch4/conv/conv/Conv_quant,Conv,192,2048,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch3/conv1x3/conv/Conv_quant,Conv,384,384,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit3/branches/branch3/conv3x1/conv/Conv_quant,Conv,384,384,8,8,3,1,1,1,0,0,1,1
/features/final_pool/AveragePool_quant,AveragePool,2048,2048,8,8,8,8,1,1,0,0,0,0
/output/fc/Gemm_quant,Fc,1000,2048,0,0,0,0,0,0,0,0,0,0
