ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,22529,90116,0.09,1.88,38363328,38.36,425.71,7.34
2,Conv,69373,277492,0.28,5.78,398297088,398.30,1435.35,24.74
3,Conv,69374,277496,0.28,5.78,796594176,796.59,2870.65,49.47
4,MaxPool,24358,97432,0.10,2.03,0,0,0,0
5,Conv,5682,22728,0.02,0.47,54568960,54.57,2400.96,41.38
6,Conv,82472,329888,0.33,6.87,1393735680,1393.74,4224.88,72.81
7,MaxPool,17446,69784,0.07,1.45,0,0,0,0
8,Conv,3200,12800,0.01,0.27,30105600,30.11,2352.00,40.53
9,Conv,3200,12800,0.01,0.27,22579200,22.58,1764.00,30.40
10,Conv,3276,13104,0.01,0.27,30105600,30.11,2297.44,39.59
11,AveragePool,17446,69784,0.07,1.45,0,0,0,0
12,Conv,18814,75256,0.08,1.57,188160000,188.16,2500.27,43.09
13,Conv,8420,33680,0.03,0.70,135475200,135.48,4022.42,69.32
14,Conv,3208,12832,0.01,0.27,15052800,15.05,1173.07,20.22
15,Conv,13592,54368,0.05,1.13,203212800,203.21,3737.73,64.41
16,Remap,648,2592,0.00,0.05,0,0,0,0
17,Remap,648,2592,0.00,0.05,0,0,0,0
18,Remap,1264,5056,0.01,0.11,0,0,0,0
19,Conv,4186,16744,0.02,0.35,40140800,40.14,2397.32,41.31
20,Conv,4187,16748,0.02,0.35,30105600,30.11,1797.56,30.98
21,Conv,4186,16744,0.02,0.35,40140800,40.14,2397.32,41.31
22,AveragePool,23206,92824,0.09,1.93,0,0,0,0
23,Conv,18771,75084,0.08,1.56,188160000,188.16,2505.99,43.19
24,Conv,9153,36612,0.04,0.76,135475200,135.48,3700.29,63.77
25,Conv,4187,16748,0.02,0.35,40140800,40.14,2396.75,41.30
26,Conv,13590,54360,0.05,1.13,203212800,203.21,3738.28,64.42
27,Remap,648,2592,0.00,0.05,0,0,0,0
28,Remap,648,2592,0.00,0.05,0,0,0,0
29,Remap,648,2592,0.00,0.05,0,0,0,0
30,Conv,4679,18716,0.02,0.39,45158400,45.16,2412.82,41.58
31,Conv,4680,18720,0.02,0.39,33868800,33.87,1809.23,31.18
32,Conv,4680,18720,0.02,0.39,45158400,45.16,2412.31,41.57
33,AveragePool,26086,104344,0.10,2.17,0,0,0,0
34,Conv,18768,75072,0.08,1.56,188160000,188.16,2506.39,43.19
35,Conv,9119,36476,0.04,0.76,135475200,135.48,3714.09,64.01
36,Conv,4680,18720,0.02,0.39,45158400,45.16,2412.31,41.57
37,Conv,13567,54268,0.05,1.13,203212800,203.21,3744.62,64.53
38,Remap,648,2592,0.00,0.05,0,0,0,0
39,Remap,648,2592,0.00,0.05,0,0,0,0
40,Remap,648,2592,0.00,0.05,0,0,0,0
41,Conv,27735,110940,0.11,2.31,575299584,575.30,5185.68,89.37
42,Conv,4750,19000,0.02,0.40,45158400,45.16,2376.76,40.96
43,MaxPool,6648,26592,0.03,0.55,0,0,0,0
44,Conv,9119,36476,0.04,0.76,135475200,135.48,3714.09,64.01
45,Conv,4493,17972,0.02,0.37,47941632,47.94,2667.57,45.97
46,Remap,792,3168,0.00,0.07,0,0,0,0
47,Remap,336,1344,0.00,0.03,0,0,0,0
48,Conv,5710,22840,0.02,0.48,85229568,85.23,3731.59,64.31
49,Conv,3990,15960,0.02,0.33,56819712,56.82,3560.13,61.35
50,Conv,3946,15784,0.02,0.33,56819712,56.82,3599.83,62.04
51,AveragePool,17446,69784,0.07,1.45,0,0,0,0
52,Conv,4603,18412,0.02,0.38,66289664,66.29,3600.35,62.05
53,Conv,4642,18568,0.02,0.39,66289664,66.29,3570.10,61.53
54,Conv,7718,30872,0.03,0.64,85229568,85.23,2760.74,47.58
55,Conv,6614,26456,0.03,0.55,99434496,99.43,3758.49,64.77
56,Conv,4559,18236,0.02,0.38,66289664,66.29,3635.10,62.65
57,Conv,4625,18500,0.02,0.39,66289664,66.29,3583.23,61.75
58,Conv,6613,26452,0.03,0.55,99434496,99.43,3759.05,64.78
59,Remap,488,1952,0.00,0.04,0,0,0,0
60,Remap,488,1952,0.00,0.04,0,0,0,0
61,Remap,488,1952,0.00,0.04,0,0,0,0
62,Conv,7767,31068,0.03,0.65,85229568,85.23,2743.32,47.28
63,Conv,7683,30732,0.03,0.64,71024640,71.02,2311.10,39.83
64,Conv,7685,30740,0.03,0.64,71024640,71.02,2310.50,39.82
65,AveragePool,17446,69784,0.07,1.45,0,0,0,0
66,Conv,8195,32780,0.03,0.68,103577600,103.58,3159.78,54.45
67,Conv,8194,32776,0.03,0.68,103577600,103.58,3160.17,54.46
68,Conv,7686,30744,0.03,0.64,85229568,85.23,2772.23,47.78
69,Conv,8195,32780,0.03,0.68,124293120,124.29,3791.74,65.34
70,Conv,8195,32780,0.03,0.68,103577600,103.58,3159.78,54.45
71,Conv,8194,32776,0.03,0.68,103577600,103.58,3160.17,54.46
72,Conv,8194,32776,0.03,0.68,124293120,124.29,3792.20,65.35
73,Remap,488,1952,0.00,0.04,0,0,0,0
74,Remap,488,1952,0.00,0.04,0,0,0,0
75,Remap,488,1952,0.00,0.04,0,0,0,0
76,Conv,7685,30740,0.03,0.64,85229568,85.23,2772.59,47.78
77,Conv,7715,30860,0.03,0.64,71024640,71.02,2301.51,39.66
78,Conv,7768,31072,0.03,0.65,71024640,71.02,2285.81,39.39
79,AveragePool,17446,69784,0.07,1.45,0,0,0,0
80,Conv,8195,32780,0.03,0.68,103577600,103.58,3159.78,54.45
81,Conv,8195,32780,0.03,0.68,103577600,103.58,3159.78,54.45
82,Conv,7772,31088,0.03,0.65,85229568,85.23,2741.56,47.25
83,Conv,8195,32780,0.03,0.68,124293120,124.29,3791.74,65.34
84,Conv,8195,32780,0.03,0.68,103577600,103.58,3159.78,54.45
85,Conv,8195,32780,0.03,0.68,103577600,103.58,3159.78,54.45
86,Conv,8195,32780,0.03,0.68,124293120,124.29,3791.74,65.34
87,Remap,488,1952,0.00,0.04,0,0,0,0
88,Remap,488,1952,0.00,0.04,0,0,0,0
89,Remap,488,1952,0.00,0.04,0,0,0,0
90,Conv,7718,30872,0.03,0.64,85229568,85.23,2760.74,47.58
91,Conv,7684,30736,0.03,0.64,85229568,85.23,2772.96,47.79
92,Conv,7766,31064,0.03,0.65,85229568,85.23,2743.68,47.28
93,AveragePool,17446,69784,0.07,1.45,0,0,0,0
94,Conv,9776,39104,0.04,0.81,149151744,149.15,3814.23,65.73
95,Conv,9776,39104,0.04,0.81,149151744,149.15,3814.23,65.73
96,Conv,7720,30880,0.03,0.64,85229568,85.23,2760.02,47.56
97,Conv,9776,39104,0.04,0.81,149151744,149.15,3814.23,65.73
98,Conv,9776,39104,0.04,0.81,149151744,149.15,3814.23,65.73
99,Conv,9776,39104,0.04,0.81,149151744,149.15,3814.23,65.73
100,Conv,9775,39100,0.04,0.81,149151744,149.15,3814.62,65.74
101,Remap,488,1952,0.00,0.04,0,0,0,0
102,Remap,488,1952,0.00,0.04,0,0,0,0
103,Remap,488,1952,0.00,0.04,0,0,0,0
104,Conv,7684,30736,0.03,0.64,85229568,85.23,2772.96,47.79
105,Conv,7722,30888,0.03,0.64,85229568,85.23,2759.31,47.55
106,MaxPool,3625,14500,0.01,0.30,0,0,0,0
107,Conv,3951,15804,0.02,0.33,70778880,70.78,4478.54,77.18
108,Conv,9776,39104,0.04,0.81,149151744,149.15,3814.23,65.73
109,Conv,9776,39104,0.04,0.81,149151744,149.15,3814.23,65.73
110,Conv,2731,10924,0.01,0.23,42467328,42.47,3887.53,67.00
111,Remap,416,1664,0.00,0.03,0,0,0,0
112,Remap,128,512,0.00,0.01,0,0,0,0
113,Conv,2999,11996,0.01,0.25,52428800,52.43,4370.52,75.32
114,Conv,2999,11996,0.01,0.25,62914560,62.91,5244.63,90.38
115,Conv,3903,15612,0.02,0.32,73400320,73.40,4701.53,81.02
116,AveragePool,5926,23704,0.02,0.49,0,0,0,0
117,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
118,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
119,Conv,8827,35308,0.04,0.73,198180864,198.18,5612.92,96.73
120,Conv,2095,8380,0.01,0.17,31457280,31.46,3753.85,64.69
121,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
122,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
123,Remap,192,768,0.00,0.02,0,0,0,0
124,Remap,224,896,0.00,0.02,0,0,0,0
125,Remap,128,512,0.00,0.01,0,0,0,0
126,Remap,224,896,0.00,0.02,0,0,0,0
127,Remap,224,896,0.00,0.02,0,0,0,0
128,Conv,4626,18504,0.02,0.39,83886080,83.89,4533.40,78.13
129,Conv,4626,18504,0.02,0.39,100663296,100.66,5440.08,93.75
130,Conv,6072,24288,0.02,0.51,117440512,117.44,4835.33,83.33
131,AveragePool,9382,37528,0.04,0.78,0,0,0,0
132,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
133,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
134,Conv,8827,35308,0.04,0.73,198180864,198.18,5612.92,96.73
135,Conv,3180,12720,0.01,0.26,50331648,50.33,3956.89,68.19
136,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
137,Conv,2728,10912,0.01,0.23,56623104,56.62,5189.07,89.43
138,Remap,192,768,0.00,0.02,0,0,0,0
139,Remap,224,896,0.00,0.02,0,0,0,0
140,Remap,128,512,0.00,0.01,0,0,0,0
141,Remap,224,896,0.00,0.02,0,0,0,0
142,Remap,224,896,0.00,0.02,0,0,0,0
143,AveragePool,65702,262808,0.26,5.47,0,0,0,0
144,Fc,33518,134072,0.13,2.79,4096000,4.10,30.55,95.47
