round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,174179,83929,18100919,5490,56769,18421286
2,81751,65960,18003288,60819,21597,18233415
3,99813,55017,17975705,7460,82866,18220861
4,96144,60218,17978329,4515,22970,18162176
5,136872,74749,17970138,19489,146526,18347774
6,135754,111515,18119213,64617,48363,18479462
7,59365,30708,18063250,66729,80636,18300688
8,131412,74134,18041334,73087,90378,18410345
9,99688,69381,18034352,80616,113057,18397094
10,134573,97981,18075393,47269,136249,18491465
11,149638,127104,18008055,26128,109229,18420154
12,146955,59241,18044305,119481,156010,18525992
13,197879,153430,18048660,26003,50403,18476375
14,95854,44879,18025424,24252,105752,18296161
15,287629,95666,18041813,96292,151182,18672582
16,186373,67525,18040596,142038,70447,18506979
17,104462,44853,18049562,102724,139123,18440724
18,187712,141129,18048204,107749,152120,18636914
19,161582,52469,18040960,58885,95642,18409538
20,274872,102705,18035762,109571,154609,18677519
21,198254,96117,18029819,7960,69913,18402063
22,340302,59908,18060472,90364,132689,18683735
23,131196,85280,18046935,124683,169106,18557200
24,203080,95391,18076765,25991,50272,18451499
25,164364,169691,18007113,63208,139198,18543574
26,186069,132684,18049898,129519,153040,18651210
27,200005,123550,18052897,26843,52873,18456168
28,100712,45532,18005612,9015,52295,18213166
29,119194,49649,18001326,9377,49985,18229531
30,116094,63129,17975788,3458,15014,18173483
31,88913,79311,18068797,3315,16903,18257239
32,80610,77047,17974762,3937,17964,18154320
33,82271,83629,17978315,4328,19467,18168010
34,84949,81002,17988252,5087,26488,18185778
35,110194,39034,18006537,22221,130722,18308708
36,208351,60196,18019336,23809,132394,18444086
37,179550,91726,18058481,126438,172546,18628741
38,182873,106376,18039405,95625,134352,18558631
39,196717,108195,18039702,95931,140817,18581362
40,192698,91441,18061636,111353,142198,18599326
41,198413,93830,18011713,28131,115633,18447720
42,153193,88955,18010271,26988,103556,18382963
43,150804,52594,18043557,105707,137760,18490422
44,191624,89877,18058350,96603,152166,18588620
45,225971,92536,18028126,27093,119242,18492968
46,196540,63637,18029830,24822,114415,18429244
47,217038,100771,18056264,98916,131002,18603991
48,223706,110542,18042401,27997,70225,18474871
49,162877,53053,18022285,26864,127756,18392835
50,157978,115131,18055908,27428,76135,18432580
