ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,26905,107620,0.11,0.60,173408256,173.41,1611.30,37.02
2,Conv,212970,851880,0.85,4.75,3699376128,3699.38,4342.60,99.78
3,MaxPool,37957,151828,0.15,0.85,0,0,0,0
4,Conv,106851,427404,0.43,2.38,1849688064,1849.69,4327.73,99.44
5,Conv,213377,853508,0.85,4.76,3699376128,3699.38,4334.32,99.59
6,MaxPool,15908,63632,0.06,0.35,0,0,0,0
7,Conv,107664,430656,0.43,2.40,1849688064,1849.69,4295.05,98.69
8,Conv,215004,860016,0.86,4.80,3699376128,3699.38,4301.52,98.84
9,Conv,215003,860012,0.86,4.80,3699376128,3699.38,4301.54,98.84
10,Conv,215003,860012,0.86,4.80,3699376128,3699.38,4301.54,98.84
11,MaxPool,7698,30792,0.03,0.17,0,0,0,0
12,Conv,117422,469688,0.47,2.62,1849688064,1849.69,3938.12,90.49
13,Conv,234519,938076,0.94,5.23,3699376128,3699.38,3943.58,90.62
14,Conv,234519,938076,0.94,5.23,3699376128,3699.38,3943.58,90.62
15,Conv,234520,938080,0.94,5.23,3699376128,3699.38,3943.56,90.61
16,MaxPool,4556,18224,0.02,0.10,0,0,0,0
17,Conv,78390,313560,0.31,1.75,924844032,924.84,2949.50,67.77
18,Conv,78390,313560,0.31,1.75,924844032,924.84,2949.50,67.77
19,Conv,78390,313560,0.31,1.75,924844032,924.84,2949.50,67.77
20,Conv,78390,313560,0.31,1.75,924844032,924.84,2949.50,67.77
21,MaxPool,1224,4896,0.00,0.03,0,0,0,0
22,Fc,1634869,6539476,6.54,36.46,205520896,205.52,31.43,98.21
23,Fc,267063,1068252,1.07,5.96,33554432,33.55,31.41,98.16
24,Fc,66914,267656,0.27,1.49,8192000,8.19,30.61,95.65
