round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,109084,29783,750766,4906,14134,908673
2,51168,30876,762813,8559,22060,875476
3,95844,31285,756653,5987,18855,908624
4,63874,30564,755714,5741,15293,871186
5,88485,30818,755285,6195,14194,894977
6,73796,31469,753226,5241,14072,877804
7,73960,30750,753626,5456,13020,876812
8,65807,30637,754074,6349,12519,869386
9,64107,32315,752706,6280,11886,867294
10,57849,31542,754054,6504,12163,862112
11,53173,30766,754299,6576,13045,857859
12,62959,31242,753095,6335,12569,866200
13,64560,30827,751804,6227,11279,864697
14,51854,30676,752730,5318,12018,852596
15,51341,30522,752400,6907,11306,852476
16,59262,30648,752807,6364,11441,860522
17,51455,31333,752446,6256,11228,852718
18,51030,30684,752345,6402,11822,852283
19,51119,30881,752296,6911,11392,852599
20,52555,30936,752427,6338,12274,854530
21,63680,30301,753813,6830,12153,866777
22,55742,31144,753179,6277,16311,862653
23,70866,30782,751414,5166,9984,868212
24,45705,29656,752869,5744,13841,847815
25,55316,30740,751803,5791,11116,854766
26,85643,64787,781945,7156,53400,992931
27,61670,30617,751382,10751,11273,865693
28,50714,30396,751169,11179,74943,918401
29,58382,30495,751329,7199,16196,863601
30,61542,30436,751421,5860,13277,862536
31,53813,30450,751286,5827,10744,852120
32,85343,53476,780500,6182,12529,938030
33,50610,35763,783557,11390,52086,933406
34,76658,31179,750859,9716,49648,918060
35,47665,30923,751014,5850,10071,845523
36,53319,30513,751112,5789,9980,850713
37,46251,30285,750975,5889,10187,843587
38,46464,30984,750358,5102,11375,844283
39,54297,29641,751919,5573,12059,853489
40,55356,31051,751835,6168,13362,857772
41,73185,31786,753140,6296,12873,877280
42,51603,30517,752307,6900,13222,854549
43,50747,30449,752164,6688,11915,851963
44,69990,31502,751438,5905,12314,871149
45,52632,30463,751263,6275,10721,851354
46,56577,30323,751037,6201,10708,854846
47,50778,30741,751585,5820,9738,848662
48,66363,30345,750809,5868,9831,863216
49,64096,30554,750752,5862,10124,861388
50,63730,30460,750733,5788,9945,860656
