round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,223412,30898,3592716,9913,60911,3917850
2,86705,59260,3570571,5186,10815,3732537
3,64930,30763,3576305,5019,18220,3695237
4,91337,31205,3571342,4783,10528,3709195
5,67032,30610,3569793,5310,9424,3682169
6,64206,47019,3598756,9669,13510,3733160
7,44800,30284,3597976,50822,34443,3758325
8,164327,59337,3633030,31570,103507,3991771
9,80531,74023,3632678,34470,100326,3922028
10,47753,30658,3632957,33712,97421,3842501
11,45395,30759,3598481,9429,14304,3698368
12,76357,70358,3600200,9772,49226,3805913
13,66538,63415,3571071,5013,12361,3718398
14,123766,31555,3593102,23475,45234,3817132
15,54533,68257,3635595,33304,59678,3851367
16,68387,58805,3574014,4865,13922,3719993
17,54848,30753,3592393,17521,40349,3735864
18,57207,30326,3572776,4750,11669,3676728
19,52222,30957,3572476,6217,12432,3674304
20,47935,31076,3604277,8580,50256,3742124
21,56133,30509,3576314,6377,14264,3683597
22,60505,62769,3598456,8897,49662,3780289
23,46887,30669,3571120,40637,14532,3703845
24,45987,30393,3598174,9163,47094,3730811
25,46984,30602,3604401,41193,50972,3774152
26,138896,62098,3600402,8530,49882,3859808
27,49839,30996,3635285,31265,96779,3844164
28,76692,63107,3623610,31855,97805,3893069
29,45761,30494,3607603,6930,14242,3705030
30,69246,74615,3641983,30484,108176,3924504
31,76626,72626,3701665,8743,50018,3909678
32,68845,66731,3629298,32015,102213,3899102
33,46268,30602,3598656,9360,67162,3752048
34,70725,87920,3602828,47130,51505,3860108
35,68695,78008,3599125,7984,49100,3802912
36,68623,65226,3628885,31854,98183,3892771
37,78393,64842,3637064,8928,49807,3839034
38,49734,68116,3603087,44069,52359,3817365
39,63119,77749,3602749,41994,57820,3843431
40,54452,66755,3598570,9214,46740,3775731
41,56783,65952,3598201,8853,49401,3779190
42,65317,67654,3599913,8248,58048,3799180
43,76956,87444,3602987,43395,53060,3863842
44,60043,30623,3601710,4991,11219,3708586
45,52037,63440,3622605,31829,98911,3868822
46,46465,30679,3599110,9013,70668,3755935
47,83260,30366,3609172,39749,56375,3818922
48,60545,65512,3598642,8277,49165,3782141
49,48453,30826,3597915,9139,49908,3736241
50,56731,66801,3628900,31878,106973,3891283
