ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,118148,472592,0.47,7.04,236027904,236.03,499.43,34.43
2,MaxPool,28356,113424,0.11,1.69,0,0,0,0
3,Conv,43481,173924,0.17,2.59,231211008,231.21,1329.38,91.64
4,Conv,43603,174412,0.17,2.60,231211008,231.21,1325.66,91.38
5,Add,3168,12672,0.01,0.19,0,0,0,0
6,Conv,43655,174620,0.17,2.60,231211008,231.21,1324.08,91.27
7,Conv,43600,174400,0.17,2.60,231211008,231.21,1325.75,91.39
8,Add,3168,12672,0.01,0.19,0,0,0,0
9,Conv,43603,174412,0.17,2.60,231211008,231.21,1325.66,91.38
10,Conv,43601,174404,0.17,2.60,231211008,231.21,1325.72,91.39
11,Add,3168,12672,0.01,0.19,0,0,0,0
12,Conv,2658,10632,0.01,0.16,12845056,12.85,1208.15,83.28
13,Conv,22572,90288,0.09,1.35,115605504,115.61,1280.41,88.26
14,Conv,44362,177448,0.18,2.64,231211008,231.21,1302.98,89.82
15,Add,1600,6400,0.01,0.10,0,0,0,0
16,Conv,44368,177472,0.18,2.64,231211008,231.21,1302.80,89.81
17,Conv,44368,177472,0.18,2.64,231211008,231.21,1302.80,89.81
18,Add,1600,6400,0.01,0.10,0,0,0,0
19,Conv,44368,177472,0.18,2.64,231211008,231.21,1302.80,89.81
20,Conv,44362,177448,0.18,2.64,231211008,231.21,1302.98,89.82
21,Add,1600,6400,0.01,0.10,0,0,0,0
22,Conv,44369,177476,0.18,2.64,231211008,231.21,1302.77,89.81
23,Conv,44368,177472,0.18,2.64,231211008,231.21,1302.80,89.81
24,Add,1600,6400,0.01,0.10,0,0,0,0
25,Conv,3135,12540,0.01,0.19,12845056,12.85,1024.33,70.61
26,Conv,24934,99736,0.10,1.49,115605504,115.61,1159.12,79.90
27,Conv,49664,198656,0.20,2.96,231211008,231.21,1163.88,80.23
28,Add,864,3456,0.00,0.05,0,0,0,0
29,Conv,49666,198664,0.20,2.96,231211008,231.21,1163.83,80.23
30,Conv,49664,198656,0.20,2.96,231211008,231.21,1163.88,80.23
31,Add,864,3456,0.00,0.05,0,0,0,0
32,Conv,49664,198656,0.20,2.96,231211008,231.21,1163.88,80.23
33,Conv,49664,198656,0.20,2.96,231211008,231.21,1163.88,80.23
34,Add,864,3456,0.00,0.05,0,0,0,0
35,Conv,49664,198656,0.20,2.96,231211008,231.21,1163.88,80.23
36,Conv,49667,198668,0.20,2.96,231211008,231.21,1163.81,80.23
37,Add,864,3456,0.00,0.05,0,0,0,0
38,Conv,49665,198660,0.20,2.96,231211008,231.21,1163.85,80.23
39,Conv,49661,198644,0.20,2.96,231211008,231.21,1163.95,80.24
40,Add,864,3456,0.00,0.05,0,0,0,0
41,Conv,49666,198664,0.20,2.96,231211008,231.21,1163.83,80.23
42,Conv,49665,198660,0.20,2.96,231211008,231.21,1163.85,80.23
43,Add,864,3456,0.00,0.05,0,0,0,0
44,Conv,3848,15392,0.02,0.23,12845056,12.85,834.53,57.53
45,Conv,28462,113848,0.11,1.70,115605504,115.61,1015.44,70.00
46,Conv,56733,226932,0.23,3.38,231211008,231.21,1018.86,70.23
47,Add,544,2176,0.00,0.03,0,0,0,0
48,Conv,56733,226932,0.23,3.38,231211008,231.21,1018.86,70.23
49,Conv,56730,226920,0.23,3.38,231211008,231.21,1018.91,70.24
50,Add,544,2176,0.00,0.03,0,0,0,0
51,Conv,56732,226928,0.23,3.38,231211008,231.21,1018.87,70.23
52,Conv,56733,226932,0.23,3.38,231211008,231.21,1018.86,70.23
53,Add,544,2176,0.00,0.03,0,0,0,0
54,AveragePool,12676,50704,0.05,0.76,0,0,0,0
55,Fc,8493,33972,0.03,0.51,1024000,1.02,30.14,94.20
