ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,12865,51460,0.05,1.53,21676032,21.68,421.22,7.26
2,Conv,10576,42304,0.04,1.26,115605504,115.61,2732.73,47.09
3,Conv,3441,13764,0.01,0.41,25690112,25.69,1866.47,32.17
4,Conv,20910,83640,0.08,2.48,115605504,115.61,1382.18,23.82
5,Conv,3440,13760,0.01,0.41,12845056,12.85,933.51,16.09
6,Conv,20950,83800,0.08,2.49,115605504,115.61,1379.54,23.77
7,Remap,1600,6400,0.01,0.19,0,0,0,0
8,Remap,1600,6400,0.01,0.19,0,0,0,0
9,Conv,7130,28520,0.03,0.85,77070336,77.07,2702.33,46.57
10,Conv,20942,83768,0.08,2.49,231211008,231.21,2760.14,47.57
11,Conv,3512,14048,0.01,0.42,25690112,25.69,1828.74,31.52
12,Conv,20957,83828,0.08,2.49,115605504,115.61,1379.08,23.77
13,Conv,3442,13768,0.01,0.41,12845056,12.85,932.96,16.08
14,Conv,20909,83636,0.08,2.48,115605504,115.61,1382.25,23.82
15,Remap,1600,6400,0.01,0.19,0,0,0,0
16,Remap,1600,6400,0.01,0.19,0,0,0,0
17,Remap,1600,6400,0.01,0.19,0,0,0,0
18,Conv,9143,36572,0.04,1.09,205520896,205.52,5619.62,96.85
19,Conv,21431,85724,0.09,2.54,260112384,260.11,3034.30,52.29
20,Conv,3257,13028,0.01,0.39,32514048,32.51,2495.71,43.01
21,Conv,13845,55380,0.06,1.64,146313216,146.31,2641.99,45.53
22,Conv,2065,8260,0.01,0.25,16257024,16.26,1968.16,33.92
23,Conv,13845,55380,0.06,1.64,146313216,146.31,2641.99,45.53
24,Remap,1208,4832,0.00,0.14,0,0,0,0
25,Remap,816,3264,0.00,0.10,0,0,0,0
26,Conv,9325,37300,0.04,1.11,97542144,97.54,2615.07,45.07
27,Conv,27531,110124,0.11,3.27,292626432,292.63,2657.24,45.79
28,Conv,3257,13028,0.01,0.39,32514048,32.51,2495.71,43.01
29,Conv,13911,55644,0.06,1.65,146313216,146.31,2629.45,45.31
30,Conv,2065,8260,0.01,0.25,16257024,16.26,1968.16,33.92
31,Conv,13878,55512,0.06,1.65,146313216,146.31,2635.70,45.42
32,Remap,1208,4832,0.00,0.14,0,0,0,0
33,Remap,1208,4832,0.00,0.14,0,0,0,0
34,Remap,816,3264,0.00,0.10,0,0,0,0
35,Conv,18370,73480,0.07,2.18,260112384,260.11,3539.91,61.00
36,Conv,32541,130164,0.13,3.86,308883456,308.88,2373.03,40.90
37,Conv,4030,16120,0.02,0.48,36227072,36.23,2247.34,38.73
38,Conv,22994,91976,0.09,2.73,163021824,163.02,1772.44,30.55
39,Conv,2123,8492,0.01,0.25,18113536,18.11,2133.01,36.76
40,Conv,22950,91800,0.09,2.72,163021824,163.02,1775.84,30.60
41,Remap,344,1376,0.00,0.04,0,0,0,0
42,Remap,344,1376,0.00,0.04,0,0,0,0
43,Conv,11639,46556,0.05,1.38,108681216,108.68,2334.42,40.23
44,Conv,34312,137248,0.14,4.07,326043648,326.04,2375.58,40.94
45,Conv,4021,16084,0.02,0.48,36227072,36.23,2252.37,38.82
46,Conv,22943,91772,0.09,2.72,163021824,163.02,1776.38,30.61
47,Conv,2119,8476,0.01,0.25,18113536,18.11,2137.04,36.83
48,Conv,22959,91836,0.09,2.72,163021824,163.02,1775.14,30.59
49,Remap,552,2208,0.00,0.07,0,0,0,0
50,Remap,552,2208,0.00,0.07,0,0,0,0
51,Remap,344,1376,0.00,0.04,0,0,0,0
52,Conv,20439,81756,0.08,2.43,228802560,228.80,2798.60,48.23
53,Conv,70624,282496,0.28,8.38,406425600,406.43,1438.70,24.79
54,Conv,140993,563972,0.56,16.73,867041280,867.04,1537.38,26.49
55,Conv,65343,261372,0.26,7.75,377487360,377.49,1444.25,24.89
56,Conv,21057,84228,0.08,2.50,41943040,41.94,497.97,8.58
57,AveragePool,8358,33432,0.03,0.99,0,0,0,0
58,Fc,16822,67288,0.07,2.00,2048000,2.05,30.44,95.11
