round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,101968,30348,3446703,137749,13376,3730144
2,109762,30563,3498196,7982,45363,3691866
3,104985,91571,3429742,4432,10355,3641085
4,111684,30916,3432265,4193,13420,3592478
5,55348,30677,3440063,6830,29354,3562272
6,95251,45150,3487301,7994,46241,3681937
7,111996,58343,3492400,7571,45154,3715464
8,112108,58796,3494389,7688,46289,3719270
9,151580,61682,3500786,9664,51540,3775252
10,158658,65563,3501100,8468,48640,3782429
11,116759,60665,3501261,7892,46463,3733040
12,109735,101315,3510228,7827,45544,3774649
13,122959,66111,3494851,7834,47161,3738916
14,157484,43069,3491164,8316,50594,3750627
15,119092,62473,3497349,8342,47408,3734664
16,118239,64506,3482155,7890,46022,3718812
17,106576,54662,3459434,6408,55443,3682523
18,73224,67087,3459718,43733,53242,3697004
19,54505,30500,3426146,8891,48465,3568507
20,46915,30440,3454985,9284,48532,3590156
21,80885,60814,3457280,45986,14674,3659639
22,56649,30363,3427184,4824,9479,3528499
23,46854,30332,3426917,4789,8874,3517766
24,44896,30404,3426698,4871,8622,3515491
25,45571,30435,3427276,4871,11342,3519495
26,51030,30762,3429800,4932,13228,3529752
27,50550,30842,3427862,4774,9320,3523348
28,45572,30327,3426174,4858,8969,3515900
29,44759,30308,3428099,4875,10427,3518468
30,58522,30663,3430812,5320,14109,3539426
31,50905,30409,3427375,4805,9694,3523188
32,46562,30402,3426181,4822,9285,3517252
33,45667,30371,3426194,4913,9268,3516413
34,45873,30263,3427293,4769,10363,3518561
35,49478,30486,3431653,5028,12563,3529208
36,53283,30535,3443246,17569,36455,3581088
37,70269,30403,3426261,4752,9134,3540819
38,45697,30321,3441618,17518,34840,3569994
39,74720,30704,3429422,5096,11901,3551843
40,49745,30546,3449647,18084,37776,3585798
41,51120,30469,3426849,4807,9837,3523082
42,47914,30457,3426631,4801,9059,3518862
43,53703,30424,3426848,4803,9135,3524913
44,47781,30692,3431463,5101,12525,3527562
45,53029,30403,3427479,4845,10284,3526040
46,49607,30373,3442477,17530,33659,3573646
47,75057,30318,3441496,17875,32703,3597449
48,76800,30292,3428082,5138,9933,3550245
49,47967,30457,3430335,4827,12558,3526144
50,48463,30446,3426656,5248,9710,3520523
