Index,Name,Type
1,/features/init_block/conv/conv/Conv_quant,Conv
2,/features/init_block/pool/MaxPool,MaxPool
3,/features/stage1/unit1/identity_conv/conv/Conv_quant,Conv
4,/features/stage1/unit1/body/conv1/conv/Conv_quant,Conv
5,/features/stage1/unit1/body/conv2/conv/Conv_quant,Conv
6,/features/stage1/unit1/body/conv3/conv/Conv_quant,Conv
7,/features/stage1/unit1/Add_quant,Add
8,/features/stage1/unit2/body/conv1/conv/Conv_quant,Conv
9,/features/stage1/unit2/body/conv2/conv/Conv_quant,Conv
10,/features/stage1/unit2/body/conv3/conv/Conv_quant,Conv
11,/features/stage1/unit2/Add_quant,Add
12,/features/stage1/unit3/body/conv1/conv/Conv_quant,Conv
13,/features/stage1/unit3/body/conv2/conv/Conv_quant,Conv
14,/features/stage1/unit3/body/conv3/conv/Conv_quant,Conv
15,/features/stage1/unit3/Add_quant,Add
16,/features/stage2/unit1/identity_conv/conv/Conv_quant,Conv
17,/features/stage2/unit1/body/conv1/conv/Conv_quant,Conv
18,/features/stage2/unit1/body/conv2/conv/Conv_quant,Conv
19,/features/stage2/unit1/body/conv3/conv/Conv_quant,Conv
20,/features/stage2/unit1/Add_quant,Add
21,/features/stage2/unit2/body/conv1/conv/Conv_quant,Conv
22,/features/stage2/unit2/body/conv2/conv/Conv_quant,Conv
23,/features/stage2/unit2/body/conv3/conv/Conv_quant,Conv
24,/features/stage2/unit2/Add_quant,Add
25,/features/stage2/unit3/body/conv1/conv/Conv_quant,Conv
26,/features/stage2/unit3/body/conv2/conv/Conv_quant,Conv
27,/features/stage2/unit3/body/conv3/conv/Conv_quant,Conv
28,/features/stage2/unit3/Add_quant,Add
29,/features/stage2/unit4/body/conv1/conv/Conv_quant,Conv
30,/features/stage2/unit4/body/conv2/conv/Conv_quant,Conv
31,/features/stage2/unit4/body/conv3/conv/Conv_quant,Conv
32,/features/stage2/unit4/Add_quant,Add
33,/features/stage3/unit1/identity_conv/conv/Conv_quant,Conv
34,/features/stage3/unit1/body/conv1/conv/Conv_quant,Conv
35,/features/stage3/unit1/body/conv2/conv/Conv_quant,Conv
36,/features/stage3/unit1/body/conv3/conv/Conv_quant,Conv
37,/features/stage3/unit1/Add_quant,Add
38,/features/stage3/unit2/body/conv1/conv/Conv_quant,Conv
39,/features/stage3/unit2/body/conv2/conv/Conv_quant,Conv
40,/features/stage3/unit2/body/conv3/conv/Conv_quant,Conv
41,/features/stage3/unit2/Add_quant,Add
42,/features/stage3/unit3/body/conv1/conv/Conv_quant,Conv
43,/features/stage3/unit3/body/conv2/conv/Conv_quant,Conv
44,/features/stage3/unit3/body/conv3/conv/Conv_quant,Conv
45,/features/stage3/unit3/Add_quant,Add
46,/features/stage3/unit4/body/conv1/conv/Conv_quant,Conv
47,/features/stage3/unit4/body/conv2/conv/Conv_quant,Conv
48,/features/stage3/unit4/body/conv3/conv/Conv_quant,Conv
49,/features/stage3/unit4/Add_quant,Add
50,/features/stage3/unit5/body/conv1/conv/Conv_quant,Conv
51,/features/stage3/unit5/body/conv2/conv/Conv_quant,Conv
52,/features/stage3/unit5/body/conv3/conv/Conv_quant,Conv
53,/features/stage3/unit5/Add_quant,Add
54,/features/stage3/unit6/body/conv1/conv/Conv_quant,Conv
55,/features/stage3/unit6/body/conv2/conv/Conv_quant,Conv
56,/features/stage3/unit6/body/conv3/conv/Conv_quant,Conv
57,/features/stage3/unit6/Add_quant,Add
58,/features/stage4/unit1/identity_conv/conv/Conv_quant,Conv
59,/features/stage4/unit1/body/conv1/conv/Conv_quant,Conv
60,/features/stage4/unit1/body/conv2/conv/Conv_quant,Conv
61,/features/stage4/unit1/body/conv3/conv/Conv_quant,Conv
62,/features/stage4/unit1/Add_quant,Add
63,/features/stage4/unit2/body/conv1/conv/Conv_quant,Conv
64,/features/stage4/unit2/body/conv2/conv/Conv_quant,Conv
65,/features/stage4/unit2/body/conv3/conv/Conv_quant,Conv
66,/features/stage4/unit2/Add_quant,Add
67,/features/stage4/unit3/body/conv1/conv/Conv_quant,Conv
68,/features/stage4/unit3/body/conv2/conv/Conv_quant,Conv
69,/features/stage4/unit3/body/conv3/conv/Conv_quant,Conv
70,/features/stage4/unit3/Add_quant,Add
71,/features/final_pool/AveragePool_quant,AveragePool
72,/output/Gemm_quant,Fc
73,End,End
