ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,36668,146672,0.15,4.29,236027904,236.03,1609.22,36.98
2,MaxPool,10159,40636,0.04,1.19,0,0,0,0
3,Conv,6658,26632,0.03,0.78,102760448,102.76,3858.53,88.66
4,Conv,1939,7756,0.01,0.23,25690112,25.69,3312.29,76.11
5,Conv,13832,55328,0.06,1.62,231211008,231.21,4178.91,96.02
6,Conv,6658,26632,0.03,0.78,102760448,102.76,3858.53,88.66
7,Add,12576,50304,0.05,1.47,0,0,0,0
8,Conv,6683,26732,0.03,0.78,102760448,102.76,3844.10,88.33
9,Conv,13832,55328,0.06,1.62,231211008,231.21,4178.91,96.02
10,Conv,6658,26632,0.03,0.78,102760448,102.76,3858.53,88.66
11,Add,12576,50304,0.05,1.47,0,0,0,0
12,Conv,6682,26728,0.03,0.78,102760448,102.76,3844.67,88.34
13,Conv,13866,55464,0.06,1.62,231211008,231.21,4168.67,95.79
14,Conv,6658,26632,0.03,0.78,102760448,102.76,3858.53,88.66
15,Add,12576,50304,0.05,1.47,0,0,0,0
16,Conv,13883,55532,0.06,1.62,205520896,205.52,3700.95,85.04
17,Conv,6979,27916,0.03,0.82,51380224,51.38,1840.53,42.29
18,Conv,15592,62368,0.06,1.82,231211008,231.21,3707.21,85.18
19,Conv,7086,28344,0.03,0.83,102760448,102.76,3625.47,83.31
20,Add,6304,25216,0.03,0.74,0,0,0,0
21,Conv,7052,28208,0.03,0.83,102760448,102.76,3642.95,83.71
22,Conv,15595,62380,0.06,1.82,231211008,231.21,3706.49,85.17
23,Conv,7048,28192,0.03,0.82,102760448,102.76,3645.02,83.76
24,Add,6304,25216,0.03,0.74,0,0,0,0
25,Conv,7054,28216,0.03,0.83,102760448,102.76,3641.92,83.68
26,Conv,15597,62388,0.06,1.82,231211008,231.21,3706.02,85.16
27,Conv,7048,28192,0.03,0.82,102760448,102.76,3645.02,83.76
28,Add,6304,25216,0.03,0.74,0,0,0,0
29,Conv,7052,28208,0.03,0.83,102760448,102.76,3642.95,83.71
30,Conv,15593,62372,0.06,1.82,231211008,231.21,3706.97,85.18
31,Conv,7085,28340,0.03,0.83,102760448,102.76,3625.99,83.32
32,Add,6304,25216,0.03,0.74,0,0,0,0
33,Conv,18776,75104,0.08,2.20,205520896,205.52,2736.48,62.88
34,Conv,5920,23680,0.02,0.69,51380224,51.38,2169.77,49.86
35,Conv,19841,79364,0.08,2.32,231211008,231.21,2913.30,66.94
36,Conv,9002,36008,0.04,1.05,102760448,102.76,2853.82,65.57
37,Add,3360,13440,0.01,0.39,0,0,0,0
38,Conv,9036,36144,0.04,1.06,102760448,102.76,2843.08,65.33
39,Conv,19841,79364,0.08,2.32,231211008,231.21,2913.30,66.94
40,Conv,9002,36008,0.04,1.05,102760448,102.76,2853.82,65.57
41,Add,3360,13440,0.01,0.39,0,0,0,0
42,Conv,9037,36148,0.04,1.06,102760448,102.76,2842.77,65.32
43,Conv,19841,79364,0.08,2.32,231211008,231.21,2913.30,66.94
44,Conv,9003,36012,0.04,1.05,102760448,102.76,2853.51,65.57
45,Add,3360,13440,0.01,0.39,0,0,0,0
46,Conv,9036,36144,0.04,1.06,102760448,102.76,2843.08,65.33
47,Conv,19841,79364,0.08,2.32,231211008,231.21,2913.30,66.94
48,Conv,10194,40776,0.04,1.19,102760448,102.76,2520.12,57.91
49,Add,3360,13440,0.01,0.39,0,0,0,0
50,Conv,10204,40816,0.04,1.19,102760448,102.76,2517.65,57.85
51,Conv,19841,79364,0.08,2.32,231211008,231.21,2913.30,66.94
52,Conv,10193,40772,0.04,1.19,102760448,102.76,2520.37,57.91
53,Add,3360,13440,0.01,0.39,0,0,0,0
54,Conv,10192,40768,0.04,1.19,102760448,102.76,2520.62,57.92
55,Conv,19841,79364,0.08,2.32,231211008,231.21,2913.30,66.94
56,Conv,10194,40776,0.04,1.19,102760448,102.76,2520.12,57.91
57,Add,3360,13440,0.01,0.39,0,0,0,0
58,Conv,24261,97044,0.10,2.84,205520896,205.52,2117.81,48.66
59,Conv,6913,27652,0.03,0.81,51380224,51.38,1858.10,42.70
60,Conv,26346,105384,0.11,3.08,231211008,231.21,2193.99,50.41
61,Conv,11890,47560,0.05,1.39,102760448,102.76,2160.65,49.65
62,Add,2080,8320,0.01,0.24,0,0,0,0
63,Conv,11890,47560,0.05,1.39,102760448,102.76,2160.65,49.65
64,Conv,26347,105388,0.11,3.08,231211008,231.21,2193.90,50.41
65,Conv,11890,47560,0.05,1.39,102760448,102.76,2160.65,49.65
66,Add,2080,8320,0.01,0.24,0,0,0,0
67,Conv,11890,47560,0.05,1.39,102760448,102.76,2160.65,49.65
68,Conv,26346,105384,0.11,3.08,231211008,231.21,2193.99,50.41
69,Conv,11890,47560,0.05,1.39,102760448,102.76,2160.65,49.65
70,Add,2080,8320,0.01,0.24,0,0,0,0
71,AveragePool,50376,201504,0.20,5.89,0,0,0,0
72,Fc,33521,134084,0.13,3.92,4096000,4.10,30.55,95.46
