ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,26905,107620,0.11,0.78,173408256,173.41,1611.30,37.02
2,Conv,212970,851880,0.85,6.21,3699376128,3699.38,4342.60,99.78
3,MaxPool,37957,151828,0.15,1.11,0,0,0,0
4,Conv,106851,427404,0.43,3.12,1849688064,1849.69,4327.73,99.44
5,Conv,213377,853508,0.85,6.23,3699376128,3699.38,4334.32,99.59
6,MaxPool,15908,63632,0.06,0.46,0,0,0,0
7,Conv,107664,430656,0.43,3.14,1849688064,1849.69,4295.05,98.69
8,Conv,215003,860012,0.86,6.27,3699376128,3699.38,4301.54,98.84
9,MaxPool,7698,30792,0.03,0.22,0,0,0,0
10,Conv,117422,469688,0.47,3.43,1849688064,1849.69,3938.12,90.49
11,Conv,234519,938076,0.94,6.84,3699376128,3699.38,3943.58,90.62
12,MaxPool,4556,18224,0.02,0.13,0,0,0,0
13,Conv,78390,313560,0.31,2.29,924844032,924.84,2949.50,67.77
14,Conv,78390,313560,0.31,2.29,924844032,924.84,2949.50,67.77
15,MaxPool,1224,4896,0.00,0.04,0,0,0,0
16,Fc,1634901,6539604,6.54,47.70,205520896,205.52,31.43,98.21
17,Fc,267069,1068276,1.07,7.79,33554432,33.55,31.41,98.16
18,Fc,66921,267684,0.27,1.95,8192000,8.19,30.60,95.64
