OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,3,3,1,1,1,1,1,1,sta,50451
128,8,224,224,3,3,1,1,1,1,1,1,dyn,50490
128,64,224,224,3,3,1,1,1,1,1,1,sta,319054
128,64,224,224,3,3,1,1,1,1,1,1,dyn,319788
128,64,112,112,3,3,1,1,1,1,1,1,sta,79980
128,64,112,112,3,3,1,1,1,1,1,1,dyn,80673
128,128,112,112,3,3,1,1,1,1,1,1,sta,159671
128,128,112,112,3,3,1,1,1,1,1,1,dyn,161222
256,128,56,56,3,3,1,1,1,1,1,1,sta,79980
256,128,56,56,3,3,1,1,1,1,1,1,dyn,82978
256,256,56,56,3,3,1,1,1,1,1,1,sta,159671
256,256,56,56,3,3,1,1,1,1,1,1,dyn,165752
512,256,28,28,3,3,1,1,1,1,1,1,sta,84859
512,256,28,28,3,3,1,1,1,1,1,1,dyn,97077
512,512,28,28,3,3,1,1,1,1,1,1,sta,169429
512,512,28,28,3,3,1,1,1,1,1,1,dyn,193924
512,512,14,14,3,3,1,1,1,1,1,1,sta,52332
512,512,14,14,3,3,1,1,1,1,1,1,dyn,76849
512,512,14,14,3,3,1,1,1,1,1,1,sta,52332
512,512,14,14,3,3,1,1,1,1,1,1,dyn,76783
