ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,22484,89936,0.09,1.00,38363328,38.36,426.56,7.35
2,Conv,69406,277624,0.28,3.09,398297088,398.30,1434.66,24.72
3,Conv,69328,277312,0.28,3.09,796594176,796.59,2872.56,49.50
4,MaxPool,24358,97432,0.10,1.09,0,0,0,0
5,Conv,35177,140708,0.14,1.57,589344768,589.34,4188.42,72.18
6,Remap,2704,10816,0.01,0.12,0,0,0,0
7,Conv,9936,39744,0.04,0.44,109137920,109.14,2746.02,47.32
8,Conv,9931,39724,0.04,0.44,109137920,109.14,2747.41,47.35
9,Conv,33139,132556,0.13,1.48,557494272,557.49,4205.73,72.48
10,Conv,27387,109548,0.11,1.22,305586176,305.59,2789.52,48.07
11,Conv,27409,109636,0.11,1.22,305586176,305.59,2787.28,48.03
12,Conv,33141,132564,0.13,1.48,557494272,557.49,4205.47,72.47
13,Remap,5088,20352,0.02,0.23,0,0,0,0
14,Conv,49079,196316,0.20,2.19,812851200,812.85,4140.52,71.36
15,MaxPool,17446,69784,0.07,0.78,0,0,0,0
16,Remap,1880,7520,0.01,0.08,0,0,0,0
17,Conv,6159,24636,0.02,0.27,90316800,90.32,3666.05,63.18
18,Conv,6239,24956,0.02,0.28,60211200,60.21,2412.69,41.58
19,Conv,6160,24640,0.02,0.27,60211200,60.21,2443.64,42.11
20,AveragePool,34726,138904,0.14,1.55,0,0,0,0
21,Conv,9154,36616,0.04,0.41,135475200,135.48,3699.89,63.76
22,Conv,9156,36624,0.04,0.41,135475200,135.48,3699.08,63.75
23,Conv,6242,24968,0.02,0.28,90316800,90.32,3617.30,62.34
24,Conv,13592,54368,0.05,0.61,203212800,203.21,3737.73,64.41
25,Remap,1264,5056,0.01,0.06,0,0,0,0
26,Remap,1264,5056,0.01,0.06,0,0,0,0
27,Remap,1264,5056,0.01,0.06,0,0,0,0
28,Conv,6160,24640,0.02,0.27,90316800,90.32,3665.45,63.17
29,Conv,6194,24776,0.02,0.28,60211200,60.21,2430.22,41.88
30,Conv,6159,24636,0.02,0.27,60211200,60.21,2444.03,42.12
31,AveragePool,34726,138904,0.14,1.55,0,0,0,0
32,Conv,9118,36472,0.04,0.41,135475200,135.48,3714.50,64.01
33,Conv,9154,36616,0.04,0.41,135475200,135.48,3699.89,63.76
34,Conv,6159,24636,0.02,0.27,90316800,90.32,3666.05,63.18
35,Conv,13603,54412,0.05,0.61,203212800,203.21,3734.71,64.36
36,Remap,1264,5056,0.01,0.06,0,0,0,0
37,Remap,1264,5056,0.01,0.06,0,0,0,0
38,Remap,1264,5056,0.01,0.06,0,0,0,0
39,Conv,6159,24636,0.02,0.27,90316800,90.32,3666.05,63.18
40,Conv,6198,24792,0.02,0.28,60211200,60.21,2428.65,41.85
41,Conv,6159,24636,0.02,0.27,60211200,60.21,2444.03,42.12
42,AveragePool,34726,138904,0.14,1.55,0,0,0,0
43,Conv,9159,36636,0.04,0.41,135475200,135.48,3697.87,63.73
44,Conv,9119,36476,0.04,0.41,135475200,135.48,3714.09,64.01
45,Conv,6159,24636,0.02,0.27,90316800,90.32,3666.05,63.18
46,Conv,13590,54360,0.05,0.61,203212800,203.21,3738.28,64.42
47,Remap,1264,5056,0.01,0.06,0,0,0,0
48,Remap,1264,5056,0.01,0.06,0,0,0,0
49,Remap,1264,5056,0.01,0.06,0,0,0,0
50,Conv,6159,24636,0.02,0.27,90316800,90.32,3666.05,63.18
51,Conv,6161,24644,0.02,0.27,60211200,60.21,2443.24,42.11
52,Conv,6160,24640,0.02,0.27,60211200,60.21,2443.64,42.11
53,AveragePool,34726,138904,0.14,1.55,0,0,0,0
54,Conv,9115,36460,0.04,0.41,135475200,135.48,3715.72,64.03
55,Conv,9152,36608,0.04,0.41,135475200,135.48,3700.70,63.78
56,Conv,6223,24892,0.02,0.28,90316800,90.32,3628.35,62.53
57,Conv,13628,54512,0.05,0.61,203212800,203.21,3727.85,64.24
58,Remap,1264,5056,0.01,0.06,0,0,0,0
59,Remap,1264,5056,0.01,0.06,0,0,0,0
60,Remap,1264,5056,0.01,0.06,0,0,0,0
61,Conv,36884,147536,0.15,1.64,767066112,767.07,5199.18,89.60
62,Conv,12078,48312,0.05,0.54,180633600,180.63,3738.90,64.43
63,MaxPool,8808,35232,0.04,0.39,0,0,0,0
64,Conv,49079,196316,0.20,2.19,948326400,948.33,4830.61,83.25
65,Conv,14522,58088,0.06,0.65,298303488,298.30,5135.37,88.50
66,Remap,944,3776,0.00,0.04,0,0,0,0
67,Remap,944,3776,0.00,0.04,0,0,0,0
68,Conv,15172,60688,0.06,0.68,227278848,227.28,3745.04,64.54
69,Conv,10207,40828,0.04,0.45,113639424,113.64,2783.37,47.97
70,Conv,10287,41148,0.04,0.46,113639424,113.64,2761.72,47.59
71,AveragePool,23206,92824,0.09,1.03,0,0,0,0
72,Conv,13310,53240,0.05,0.59,174010368,174.01,3268.41,56.33
73,Conv,13310,53240,0.05,0.59,149151744,149.15,2801.50,48.28
74,Conv,3903,15612,0.02,0.17,75759616,75.76,4852.65,83.63
75,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
76,Conv,13275,53100,0.05,0.59,174010368,174.01,3277.03,56.47
77,Conv,11357,45428,0.05,0.51,203012096,203.01,4468.88,77.01
78,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
79,Remap,944,3776,0.00,0.04,0,0,0,0
80,Remap,336,1344,0.00,0.01,0,0,0,0
81,Remap,640,2560,0.00,0.03,0,0,0,0
82,Conv,15241,60964,0.06,0.68,227278848,227.28,3728.08,64.25
83,Conv,10186,40744,0.04,0.45,113639424,113.64,2789.11,48.07
84,Conv,10190,40760,0.04,0.45,113639424,113.64,2788.01,48.05
85,AveragePool,23206,92824,0.09,1.03,0,0,0,0
86,Conv,13273,53092,0.05,0.59,174010368,174.01,3277.53,56.48
87,Conv,13305,53220,0.05,0.59,149151744,149.15,2802.55,48.30
88,Conv,5215,20860,0.02,0.23,75759616,75.76,3631.81,62.59
89,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
90,Conv,13308,53232,0.05,0.59,174010368,174.01,3268.91,56.33
91,Conv,11357,45428,0.05,0.51,203012096,203.01,4468.88,77.01
92,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
93,Remap,944,3776,0.00,0.04,0,0,0,0
94,Remap,336,1344,0.00,0.01,0,0,0,0
95,Remap,640,2560,0.00,0.03,0,0,0,0
96,Conv,15161,60644,0.06,0.68,227278848,227.28,3747.75,64.59
97,Conv,10197,40788,0.04,0.45,113639424,113.64,2786.10,48.01
98,Conv,10185,40740,0.04,0.45,113639424,113.64,2789.38,48.07
99,AveragePool,23206,92824,0.09,1.03,0,0,0,0
100,Conv,13319,53276,0.05,0.59,174010368,174.01,3266.21,56.29
101,Conv,13336,53344,0.05,0.59,149151744,149.15,2796.04,48.19
102,Conv,5217,20868,0.02,0.23,75759616,75.76,3630.42,62.56
103,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
104,Conv,13274,53096,0.05,0.59,174010368,174.01,3277.28,56.48
105,Conv,11357,45428,0.05,0.51,203012096,203.01,4468.88,77.01
106,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
107,Remap,944,3776,0.00,0.04,0,0,0,0
108,Remap,336,1344,0.00,0.01,0,0,0,0
109,Remap,640,2560,0.00,0.03,0,0,0,0
110,Conv,15161,60644,0.06,0.68,227278848,227.28,3747.75,64.59
111,Conv,10267,41068,0.04,0.46,113639424,113.64,2767.10,47.69
112,Conv,10189,40756,0.04,0.45,113639424,113.64,2788.29,48.05
113,AveragePool,23206,92824,0.09,1.03,0,0,0,0
114,Conv,13308,53232,0.05,0.59,174010368,174.01,3268.91,56.33
115,Conv,13308,53232,0.05,0.59,149151744,149.15,2801.92,48.29
116,Conv,5214,20856,0.02,0.23,75759616,75.76,3632.51,62.60
117,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
118,Conv,13278,53112,0.05,0.59,174010368,174.01,3276.29,56.46
119,Conv,11357,45428,0.05,0.51,203012096,203.01,4468.88,77.01
120,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
121,Remap,944,3776,0.00,0.04,0,0,0,0
122,Remap,336,1344,0.00,0.01,0,0,0,0
123,Remap,640,2560,0.00,0.03,0,0,0,0
124,Conv,15160,60640,0.06,0.68,227278848,227.28,3748.00,64.59
125,Conv,10276,41104,0.04,0.46,113639424,113.64,2764.68,47.64
126,Conv,10184,40736,0.04,0.45,113639424,113.64,2789.66,48.08
127,AveragePool,23206,92824,0.09,1.03,0,0,0,0
128,Conv,13275,53100,0.05,0.59,174010368,174.01,3277.03,56.47
129,Conv,13275,53100,0.05,0.59,149151744,149.15,2808.88,48.41
130,Conv,5232,20928,0.02,0.23,75759616,75.76,3620.01,62.39
131,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
132,Conv,13307,53228,0.05,0.59,174010368,174.01,3269.15,56.34
133,Conv,11357,45428,0.05,0.51,203012096,203.01,4468.88,77.01
134,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
135,Remap,944,3776,0.00,0.04,0,0,0,0
136,Remap,336,1344,0.00,0.01,0,0,0,0
137,Remap,640,2560,0.00,0.03,0,0,0,0
138,Conv,15164,60656,0.06,0.68,227278848,227.28,3747.01,64.57
139,Conv,10189,40756,0.04,0.45,113639424,113.64,2788.29,48.05
140,Conv,10189,40756,0.04,0.45,113639424,113.64,2788.29,48.05
141,AveragePool,23206,92824,0.09,1.03,0,0,0,0
142,Conv,13310,53240,0.05,0.59,174010368,174.01,3268.41,56.33
143,Conv,13306,53224,0.05,0.59,149151744,149.15,2802.34,48.29
144,Conv,5214,20856,0.02,0.23,75759616,75.76,3632.51,62.60
145,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
146,Conv,13320,53280,0.05,0.59,174010368,174.01,3265.96,56.28
147,Conv,11357,45428,0.05,0.51,203012096,203.01,4468.88,77.01
148,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
149,Remap,944,3776,0.00,0.04,0,0,0,0
150,Remap,336,1344,0.00,0.01,0,0,0,0
151,Remap,640,2560,0.00,0.03,0,0,0,0
152,Conv,15164,60656,0.06,0.68,227278848,227.28,3747.01,64.57
153,Conv,10191,40764,0.04,0.45,113639424,113.64,2787.74,48.04
154,Conv,10184,40736,0.04,0.45,113639424,113.64,2789.66,48.08
155,AveragePool,23206,92824,0.09,1.03,0,0,0,0
156,Conv,13308,53232,0.05,0.59,174010368,174.01,3268.91,56.33
157,Conv,13275,53100,0.05,0.59,149151744,149.15,2808.88,48.41
158,Conv,5217,20868,0.02,0.23,75759616,75.76,3630.42,62.56
159,Conv,11357,45428,0.05,0.51,232013824,232.01,5107.29,88.02
160,Conv,13281,53124,0.05,0.59,174010368,174.01,3275.55,56.45
161,Conv,15472,61888,0.06,0.69,203012096,203.01,3280.31,56.53
162,Conv,15471,61884,0.06,0.69,232013824,232.01,3749.17,64.61
163,Remap,336,1344,0.00,0.01,0,0,0,0
164,Remap,640,2560,0.00,0.03,0,0,0,0
165,Remap,640,2560,0.00,0.03,0,0,0,0
166,Conv,10187,40748,0.04,0.45,113639424,113.64,2788.83,48.06
167,Conv,10195,40780,0.04,0.45,151519232,151.52,3715.53,64.03
168,MaxPool,4777,19108,0.02,0.21,0,0,0,0
169,Conv,2731,10924,0.01,0.12,42467328,42.47,3887.53,67.00
170,Conv,12938,51752,0.05,0.58,265158656,265.16,5123.64,88.30
171,Conv,19263,77052,0.08,0.86,331448320,331.45,4301.62,74.13
172,Conv,6391,25564,0.03,0.28,117964800,117.96,4614.49,79.52
173,Remap,544,2176,0.00,0.02,0,0,0,0
174,Remap,192,768,0.00,0.01,0,0,0,0
175,Conv,6493,25972,0.03,0.29,50331648,50.33,1937.92,33.40
176,Conv,3541,14164,0.01,0.16,75497472,75.50,5330.24,91.86
177,Conv,3542,14168,0.01,0.16,75497472,75.50,5328.73,91.83
178,AveragePool,7078,28312,0.03,0.32,0,0,0,0
179,Conv,4920,19680,0.02,0.22,37748736,37.75,1918.13,33.06
180,Conv,4995,19980,0.02,0.22,37748736,37.75,1889.33,32.56
181,Conv,3541,14164,0.01,0.16,66060288,66.06,4663.96,80.38
182,Conv,6494,25976,0.03,0.29,50331648,50.33,1937.62,33.39
183,Conv,4083,16332,0.02,0.18,88080384,88.08,5393.12,92.94
184,Conv,6487,25948,0.03,0.29,50331648,50.33,1939.71,33.43
185,Conv,6490,25960,0.03,0.29,50331648,50.33,1938.82,33.41
186,Remap,160,640,0.00,0.01,0,0,0,0
187,Remap,160,640,0.00,0.01,0,0,0,0
188,Remap,160,640,0.00,0.01,0,0,0,0
189,Remap,160,640,0.00,0.01,0,0,0,0
