OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,7,7,2,2,0,0,0,0,sta,51756
128,8,224,224,7,7,2,2,0,0,0,0,dyn,52211
128,96,54,54,1,1,1,1,0,0,0,0,sta,3406
128,96,54,54,1,1,1,1,0,0,0,0,dyn,3478
128,64,54,54,1,1,1,1,0,0,0,0,sta,3214
128,64,54,54,1,1,1,1,0,0,0,0,dyn,3244
128,16,54,54,3,3,1,1,1,1,1,1,sta,4965
128,16,54,54,3,3,1,1,1,1,1,1,dyn,5098
128,192,54,54,1,1,1,1,0,0,0,0,sta,6523
128,192,54,54,1,1,1,1,0,0,0,0,dyn,6719
128,64,54,54,1,1,1,1,0,0,0,0,sta,3214
128,64,54,54,1,1,1,1,0,0,0,0,dyn,3245
128,16,54,54,3,3,1,1,1,1,1,1,sta,4964
128,16,54,54,3,3,1,1,1,1,1,1,dyn,5099
128,192,54,54,1,1,1,1,0,0,0,0,sta,6523
128,192,54,54,1,1,1,1,0,0,0,0,dyn,6719
128,64,54,54,1,1,1,1,0,0,0,0,sta,3214
128,64,54,54,1,1,1,1,0,0,0,0,dyn,3245
128,32,54,54,3,3,1,1,1,1,1,1,sta,9640
128,32,54,54,3,3,1,1,1,1,1,1,dyn,9990
128,384,27,27,1,1,1,1,0,0,0,0,sta,3541
128,384,27,27,1,1,1,1,0,0,0,0,dyn,3986
128,64,27,27,1,1,1,1,0,0,0,0,sta,1038
128,64,27,27,1,1,1,1,0,0,0,0,dyn,1144
128,32,27,27,3,3,1,1,1,1,1,1,sta,2728
128,32,27,27,3,3,1,1,1,1,1,1,dyn,3048
128,384,27,27,1,1,1,1,0,0,0,0,sta,3541
128,384,27,27,1,1,1,1,0,0,0,0,dyn,4039
256,64,27,27,1,1,1,1,0,0,0,0,sta,1806
256,64,27,27,1,1,1,1,0,0,0,0,dyn,1899
256,48,27,27,3,3,1,1,1,1,1,1,sta,7607
256,48,27,27,3,3,1,1,1,1,1,1,dyn,8731
128,576,27,27,1,1,1,1,0,0,0,0,sta,5168
128,576,27,27,1,1,1,1,0,0,0,0,dyn,5861
256,64,27,27,1,1,1,1,0,0,0,0,sta,1806
256,64,27,27,1,1,1,1,0,0,0,0,dyn,1899
256,48,27,27,3,3,1,1,1,1,1,1,sta,7607
256,48,27,27,3,3,1,1,1,1,1,1,dyn,8754
128,576,27,27,1,1,1,1,0,0,0,0,sta,5168
128,576,27,27,1,1,1,1,0,0,0,0,dyn,5896
256,64,27,27,1,1,1,1,0,0,0,0,sta,1806
256,64,27,27,1,1,1,1,0,0,0,0,dyn,1900
256,64,27,27,3,3,1,1,1,1,1,1,sta,10046
256,64,27,27,3,3,1,1,1,1,1,1,dyn,11519
128,768,13,13,1,1,1,1,0,0,0,0,sta,1915
128,768,13,13,1,1,1,1,0,0,0,0,dyn,2930
256,64,13,13,1,1,1,1,0,0,0,0,sta,654
256,64,13,13,1,1,1,1,0,0,0,0,dyn,748
256,64,13,13,3,3,1,1,1,1,1,1,sta,2728
256,64,13,13,3,3,1,1,1,1,1,1,dyn,4203
1024,768,13,13,1,1,1,1,0,0,0,0,sta,13300
1024,768,13,13,1,1,1,1,0,0,0,0,dyn,21406
