round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,111275,30378,4160089,4880,9568,4316190
2,44445,30558,4160913,4922,9221,4250059
3,45222,30296,4163702,4792,11817,4255829
4,50924,30631,4197829,7326,14041,4300751
5,63024,30267,4161108,4898,9996,4269293
6,50338,30309,4197172,6185,13497,4297501
7,56302,30446,4163472,4876,12105,4267201
8,52607,30674,4190629,5053,14441,4293404
9,78724,69689,4197121,5695,11317,4362546
10,47741,30451,4195180,5175,50869,4329416
11,81672,60634,4291510,5021,13611,4452448
12,46073,30543,4289169,11272,49424,4426481
13,47085,30749,4224176,73307,16461,4391778
14,82422,68778,4189939,5330,18108,4364577
15,57635,31274,4356230,5541,11373,4462053
16,50406,30333,4160825,4920,9268,4255752
17,45906,30356,4162948,5063,12131,4256404
18,52844,31478,4165869,4878,12691,4267760
19,53956,30447,4190422,24638,10110,4309573
20,47631,30628,4160950,4760,8924,4252893
21,45017,30257,4197849,5660,60968,4339751
22,86130,60752,4162883,6771,15385,4331921
23,94381,60987,4162690,4826,10155,4333039
24,45588,30337,4189777,5418,13943,4285063
25,74700,63770,4196408,6039,18732,4359649
26,57705,30531,4189666,5532,14004,4297438
27,75926,58974,4292877,63578,44987,4536342
28,47368,30487,4191702,6172,58565,4334294
29,79223,63011,4195162,5824,53472,4396692
30,80259,31018,4191260,70139,40750,4413426
31,86329,60851,4189132,9495,85069,4430876
32,82862,63693,4220389,73348,62854,4503146
33,92127,95911,4196494,43850,55292,4483674
34,55343,31319,4270584,70291,67446,4494983
35,127733,92367,4269420,67438,79644,4636602
36,50916,31774,4204110,5783,52239,4344822
37,82184,62975,4298006,5751,13762,4462678
38,54349,30314,4222717,5202,14077,4326659
39,81258,30624,4160769,10674,13779,4297104
40,46205,30245,4194793,9719,50844,4331806
41,52182,30606,4300836,5598,52615,4441837
42,76516,30825,4290642,5288,13617,4416888
43,77489,62101,4190044,5279,13978,4348891
44,81627,74722,4194331,5555,52623,4408858
45,81534,59598,4195317,5486,14244,4356179
46,77274,61192,4289561,4774,10049,4442850
47,52494,30452,4162570,10207,46016,4301739
48,84293,59129,4194873,6463,15441,4360199
49,58938,30428,4198521,5104,45733,4338724
50,74042,31002,4189531,4715,48642,4347932
