ins_idx,latency(cycles),latency(ns)
1,50451,201804
2,44260,177040
3,79980,319920
4,17458,69832
5,79980,319920
6,159671,638684
7,8180,32720
8,84859,339436
9,169430,677720
10,4651,18604
11,52332,209328
12,52332,209328
13,1190,4760
14,1634921,6539684
15,267053,1068212
16,66886,267544
