OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,11,11,4,4,2,2,2,2,sta,33104
128,8,224,224,11,11,4,4,2,2,2,2,dyn,34323
256,64,27,27,5,5,1,1,2,2,2,2,sta,27394
256,64,27,27,5,5,1,1,2,2,2,2,dyn,31589
384,192,13,13,3,3,1,1,1,1,1,1,sta,11266
384,192,13,13,3,3,1,1,1,1,1,1,dyn,18100
256,384,13,13,3,3,1,1,1,1,1,1,sta,14926
256,384,13,13,3,3,1,1,1,1,1,1,dyn,24141
256,256,13,13,3,3,1,1,1,1,1,1,sta,10047
256,256,13,13,3,3,1,1,1,1,1,1,dyn,16177
