ins_idx,latency(cycles),latency(ns)
1,33104,132416
2,3624,14496
3,27394,109576
4,2760,11040
5,11267,45068
6,14926,59704
7,10047,40188
8,1318,5272
9,600682,2402728
10,267093,1068372
11,66880,267520
