round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,134740,38376,4192282,9365,52824,4427587
2,85839,84097,4221352,66526,77910,4535724
3,67415,36217,4169849,8049,16479,4298009
4,89483,65477,4310792,68349,75356,4609457
5,78509,31119,4202501,63135,71266,4446530
6,49712,60337,4163083,9318,53996,4336446
7,49791,30640,4227281,66087,77499,4451298
8,53036,70231,4310349,70743,75021,4579380
9,81840,30972,4298755,67011,79543,4558121
10,84405,87338,4194548,36620,76772,4479683
11,122220,60471,4200675,59894,80519,4523779
12,79850,43897,4221383,62926,78871,4486927
13,59435,65604,4215880,62566,87533,4491018
14,82815,30915,4194097,66870,82510,4457207
15,51213,57774,4289776,72881,87199,4558843
16,53024,31261,4278433,63153,81879,4507750
17,83971,56532,4196905,7500,20292,4365200
18,89251,33063,4320579,74868,76265,4594026
19,94574,32007,4299585,70494,76495,4573155
20,79005,32026,4290877,65114,80739,4547761
21,47790,31724,4199254,6955,57192,4342915
22,115849,32308,4319005,67106,76784,4611052
23,81568,32419,4297644,69025,78112,4558768
24,48534,32665,4225325,6230,52800,4365554
25,83250,32729,4212989,70353,79867,4479188
26,86939,31666,4297210,63451,77156,4556422
27,84278,60966,4294377,71580,79829,4591030
28,48628,31392,4190658,6189,52882,4329749
29,88802,32115,4195398,6124,53445,4375884
30,84418,97523,4308343,64079,74520,4628883
31,107563,43129,4300108,62776,79306,4592882
32,47419,31165,4185464,6332,67684,4338064
33,100534,33537,4231206,6445,50438,4422160
34,91181,85007,4297767,67966,74799,4616720
35,84363,54090,4192686,9334,12417,4352890
36,47889,31041,4192383,5831,57701,4334845
37,126158,62374,4194161,69558,20391,4472642
38,88351,31009,4292666,60578,79328,4551932
39,47471,30926,4196255,6407,53115,4334174
40,119584,32024,4225006,76353,21807,4474774
41,84501,31641,4193539,67193,22423,4399297
42,60327,32050,4252727,74614,15902,4435620
43,50422,38315,4198186,8219,22947,4318089
44,86296,33010,4210485,9204,27357,4366352
45,95457,92441,4255183,75472,91516,4610069
46,89601,65097,4263052,73598,92861,4584209
47,107770,84302,4206261,78391,93754,4570478
48,126832,38384,4210895,79504,45419,4501034
49,68559,36989,4217879,100112,122822,4546361
50,75547,40041,4210814,112123,140690,4579215
