round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,113040,30928,1261234,5922,16908,1428032
2,52218,30393,1264497,6166,14842,1368116
3,60607,30624,1260623,5933,12542,1370329
4,50960,30579,1259435,5728,10563,1357265
5,61701,30525,1259542,5768,10718,1368254
6,47767,30730,1259414,5807,11063,1354781
7,54406,30632,1259716,5830,10843,1361427
8,44680,30383,1259430,6122,10708,1351323
9,45055,30378,1259484,5786,10934,1351637
10,44746,30662,1259336,5736,10905,1351385
11,45464,30293,1259234,5721,10619,1351331
12,46061,30364,1259457,5903,10897,1352682
13,46178,30342,1260762,6005,13303,1356590
14,52720,30543,1259931,5828,11656,1360678
15,47960,30409,1260318,5834,12493,1357014
16,49882,30500,1259476,5815,10793,1356466
17,49139,30359,1259536,5750,10576,1355360
18,44946,30305,1259360,5775,10908,1351294
19,45215,30306,1259577,5766,10865,1351729
20,44805,30398,1259221,5887,10918,1351229
21,44734,30408,1259555,5793,10796,1351286
22,46638,30266,1259517,6006,10520,1352947
23,45140,30322,1259443,5706,10901,1351512
24,44629,30639,1259483,6150,11955,1352856
25,46208,30513,1259385,5834,10506,1352446
26,44473,30293,1259332,6016,10526,1350640
27,44898,30378,1259319,6114,11304,1352013
28,52032,30593,1259327,5809,10796,1358557
29,46191,30449,1260629,5826,12055,1355150
30,49882,30489,1279656,28145,41032,1429204
31,54244,30589,1260400,5777,11330,1362340
32,50309,30328,1259650,5874,11654,1357815
33,51129,30442,1259450,5784,11218,1358023
34,47247,30340,1259623,5766,10599,1353575
35,44937,30643,1259446,5765,10392,1351183
36,45484,30475,1259345,5774,11000,1352078
37,44499,30323,1259434,5782,10466,1350504
38,44686,30582,1259166,5759,10301,1350494
39,44815,30337,1259356,5873,11567,1351948
40,44673,30403,1259114,5844,11110,1351144
41,46004,30326,1260760,5930,12999,1356019
42,57686,30855,1260255,6144,11765,1366705
43,48115,30425,1259822,6174,10994,1355530
44,49723,30949,1259829,5828,10588,1356917
45,48432,30643,1259454,5866,10549,1354944
46,46018,30670,1259460,5786,10338,1352272
47,45020,30342,1259486,6238,12991,1354077
48,49995,30333,1259418,5785,10815,1356346
49,52261,30491,1259280,5744,10454,1358230
50,45840,30312,1259574,6102,11055,1352883
