OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,1,1,1,1,sta,10227
64,8,224,224,3,3,2,2,1,1,1,1,dyn,10227
64,32,112,112,3,3,2,2,1,1,1,1,sta,10227
64,32,112,112,3,3,2,2,1,1,1,1,dyn,10258
64,64,56,56,1,1,1,1,0,0,0,0,sta,2479
64,64,56,56,1,1,1,1,0,0,0,0,dyn,2480
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20335
64,32,56,56,1,1,1,1,0,0,0,0,sta,1824
64,32,56,56,1,1,1,1,0,0,0,0,dyn,1824
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20302
64,192,56,56,1,1,1,1,0,0,0,0,sta,6906
64,192,56,56,1,1,1,1,0,0,0,0,dyn,6908
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20305
64,64,56,56,1,1,1,1,0,0,0,0,sta,2480
64,64,56,56,1,1,1,1,0,0,0,0,dyn,2480
64,64,56,56,3,3,1,1,1,1,1,1,sta,20189
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20304
64,32,56,56,1,1,1,1,0,0,0,0,sta,1824
64,32,56,56,1,1,1,1,0,0,0,0,dyn,1824
64,64,56,56,3,3,1,1,1,1,1,1,sta,20189
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20305
128,256,56,56,1,1,1,1,0,0,0,0,sta,17975
128,256,56,56,1,1,1,1,0,0,0,0,dyn,18071
192,128,56,56,3,3,2,2,1,1,1,1,sta,31980
192,128,56,56,3,3,2,2,1,1,1,1,dyn,33009
192,144,28,28,1,1,1,1,0,0,0,0,sta,4230
192,144,28,28,1,1,1,1,0,0,0,0,dyn,4304
128,144,28,28,3,3,1,1,1,1,1,1,sta,24051
128,144,28,28,3,3,1,1,1,1,1,1,dyn,24796
192,72,28,28,1,1,1,1,0,0,0,0,sta,2248
192,72,28,28,1,1,1,1,0,0,0,0,dyn,2258
128,144,28,28,3,3,1,1,1,1,1,1,sta,24051
128,144,28,28,3,3,1,1,1,1,1,1,dyn,24826
192,432,28,28,1,1,1,1,0,0,0,0,sta,12158
192,432,28,28,1,1,1,1,0,0,0,0,dyn,12540
192,144,28,28,3,3,1,1,1,1,1,1,sta,35944
192,144,28,28,3,3,1,1,1,1,1,1,dyn,37116
192,144,28,28,1,1,1,1,0,0,0,0,sta,4230
192,144,28,28,1,1,1,1,0,0,0,0,dyn,4304
128,144,28,28,3,3,1,1,1,1,1,1,sta,24051
128,144,28,28,3,3,1,1,1,1,1,1,dyn,24826
192,72,28,28,1,1,1,1,0,0,0,0,sta,2248
192,72,28,28,1,1,1,1,0,0,0,0,dyn,2257
128,144,28,28,3,3,1,1,1,1,1,1,sta,24051
128,144,28,28,3,3,1,1,1,1,1,1,dyn,24883
320,576,28,28,1,1,1,1,0,0,0,0,sta,26694
320,576,28,28,1,1,1,1,0,0,0,0,dyn,27555
320,288,28,28,3,3,2,2,1,1,1,1,sta,36859
320,288,28,28,3,3,2,2,1,1,1,1,dyn,40856
320,304,14,14,1,1,1,1,0,0,0,0,sta,4558
320,304,14,14,1,1,1,1,0,0,0,0,dyn,4951
192,304,14,14,3,3,1,1,1,1,1,1,sta,23441
192,304,14,14,3,3,1,1,1,1,1,1,dyn,25972
320,152,14,14,1,1,1,1,0,0,0,0,sta,2411
320,152,14,14,1,1,1,1,0,0,0,0,dyn,2583
192,304,14,14,3,3,1,1,1,1,1,1,sta,23441
192,304,14,14,3,3,1,1,1,1,1,1,dyn,25947
320,912,14,14,1,1,1,1,0,0,0,0,sta,13141
320,912,14,14,1,1,1,1,0,0,0,0,dyn,14529
320,304,14,14,3,3,1,1,1,1,1,1,sta,38891
320,304,14,14,3,3,1,1,1,1,1,1,dyn,43097
320,304,14,14,1,1,1,1,0,0,0,0,sta,4557
320,304,14,14,1,1,1,1,0,0,0,0,dyn,4952
192,304,14,14,3,3,1,1,1,1,1,1,sta,23441
192,304,14,14,3,3,1,1,1,1,1,1,dyn,25934
320,152,14,14,1,1,1,1,0,0,0,0,sta,2411
320,152,14,14,1,1,1,1,0,0,0,0,dyn,2655
192,304,14,14,3,3,1,1,1,1,1,1,sta,23441
192,304,14,14,3,3,1,1,1,1,1,1,dyn,25937
512,1216,14,14,1,1,1,1,0,0,0,0,sta,27733
512,1216,14,14,1,1,1,1,0,0,0,0,dyn,30713
960,480,14,14,3,3,2,2,1,1,1,1,sta,46007
960,480,14,14,3,3,2,2,1,1,1,1,dyn,66196
1024,960,7,7,3,3,1,1,1,1,1,1,sta,97847
1024,960,7,7,3,3,1,1,1,1,1,1,dyn,140993
1280,1024,7,7,3,3,2,2,1,1,1,1,sta,130374
1280,1024,7,7,3,3,2,2,1,1,1,1,dyn,187868
1024,1280,4,4,1,1,1,1,0,0,0,0,sta,14722
1024,1280,4,4,1,1,1,1,0,0,0,0,dyn,21087
