ins_idx,latency(cycles),latency(ns)
1,50451,201804
2,319054,1276216
3,44260,177040
4,79980,319920
5,159671,638684
6,17458,69832
7,79980,319920
8,159671,638684
9,159671,638684
10,8180,32720
11,84859,339436
12,169429,677716
13,169429,677716
14,4651,18604
15,52332,209328
16,52332,209328
17,52332,209328
18,1190,4760
19,1634992,6539968
20,267062,1068248
21,66968,267872
