ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,50451,201804,0.20,1.39,173408256,173.41,859.29,14.81
2,Conv,319054,1276216,1.28,8.78,3699376128,3699.38,2898.71,49.95
3,MaxPool,44260,177040,0.18,1.22,0,0,0,0
4,Conv,79980,319920,0.32,2.20,1849688064,1849.69,5781.72,99.64
5,Conv,159671,638684,0.64,4.39,3699376128,3699.38,5792.19,99.82
6,MaxPool,17458,69832,0.07,0.48,0,0,0,0
7,Conv,79980,319920,0.32,2.20,1849688064,1849.69,5781.72,99.64
8,Conv,159671,638684,0.64,4.39,3699376128,3699.38,5792.19,99.82
9,Conv,159671,638684,0.64,4.39,3699376128,3699.38,5792.19,99.82
10,MaxPool,8180,32720,0.03,0.23,0,0,0,0
11,Conv,84859,339436,0.34,2.34,1849688064,1849.69,5449.30,93.91
12,Conv,169429,677716,0.68,4.66,3699376128,3699.38,5458.59,94.07
13,Conv,169429,677716,0.68,4.66,3699376128,3699.38,5458.59,94.07
14,MaxPool,4651,18604,0.02,0.13,0,0,0,0
15,Conv,52332,209328,0.21,1.44,924844032,924.84,4418.16,76.14
16,Conv,52332,209328,0.21,1.44,924844032,924.84,4418.16,76.14
17,Conv,52332,209328,0.21,1.44,924844032,924.84,4418.16,76.14
18,MaxPool,1190,4760,0.00,0.03,0,0,0,0
19,Fc,1634992,6539968,6.54,44.99,205520896,205.52,31.43,98.20
20,Fc,267062,1068248,1.07,7.35,33554432,33.55,31.41,98.16
21,Fc,66968,267872,0.27,1.84,8192000,8.19,30.58,95.57
