round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,91595,30201,9701359,6851,15554,9845560
2,99030,61512,9601961,6052,12504,9781059
3,49681,30410,9635494,29526,56114,9801225
4,149492,58516,9642110,26934,56253,9933305
5,177960,50941,9647075,29470,60169,9965615
6,105475,48510,9640415,28966,57787,9881153
7,103884,104643,9662864,29569,62162,9963122
8,162880,46558,9650553,28633,60046,9948670
9,102363,103655,9647914,29453,56032,9939417
10,162791,67811,9643946,29010,62249,9965807
11,105062,109962,9647043,27798,58130,9947995
12,167784,67625,9609573,29314,59632,9933928
13,169422,71110,9651514,30068,59915,9982029
14,161818,68833,9638909,27320,57028,9953908
15,131369,46110,9646954,29639,60596,9914668
16,177240,69620,9638855,27609,59611,9972935
17,175829,67721,9614979,7252,72365,9938146
18,126362,50568,9619886,26390,60968,9884174
19,160527,60325,9648426,27039,56279,9952596
20,162474,67897,9655401,28665,65103,9979540
21,175114,71750,9657204,29146,58379,9991593
22,167243,68108,9610366,7875,67917,9921509
23,126276,55552,9651393,8429,59346,9900996
24,124673,50037,9645866,29347,60282,9910205
25,162470,69239,9644820,29740,61333,9967602
26,173752,70169,9641963,26977,57884,9970745
27,164932,68850,9611206,8125,71431,9924544
28,182531,70369,9645677,27802,60029,9986408
29,161275,62027,9611174,11545,60594,9906615
30,146692,48972,9646668,9645,52541,9904518
31,111021,56301,9631121,8666,47671,9854780
32,105504,96023,9640971,27172,72469,9942139
33,167953,59819,9736590,97881,145771,10208014
34,205576,99997,9683655,107993,141268,10238489
35,192632,59327,9674136,125339,170334,10221768
36,199178,123405,9672852,66212,100214,10161861
37,167228,53179,9686799,121609,151768,10180583
38,192352,101362,9641307,27098,74498,10036617
39,161686,58979,9679845,107766,141960,10150236
40,181698,122255,9690848,27904,74987,10097692
41,169473,133233,9653324,84617,107162,10147809
42,168770,95482,9642152,113972,106919,10127295
43,195839,121276,9672821,118341,156441,10264718
44,207026,139657,9685336,108304,144590,10284913
45,190969,122037,9651515,26651,70074,10061246
46,293717,50743,9677652,111893,182486,10316491
47,187448,83942,9687078,114799,74797,10148064
48,144335,102328,9671759,99781,137521,10155724
49,214594,125419,9684640,24704,65500,10114857
50,97088,52702,9639428,188823,76033,10054074
