ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,36609,146436,0.15,2.23,236027904,236.03,1611.82,37.04
2,MaxPool,10159,40636,0.04,0.62,0,0,0,0
3,Conv,6658,26632,0.03,0.41,102760448,102.76,3858.53,88.66
4,Conv,1939,7756,0.01,0.12,25690112,25.69,3312.29,76.11
5,Conv,13833,55332,0.06,0.84,231211008,231.21,4178.61,96.02
6,Conv,6658,26632,0.03,0.41,102760448,102.76,3858.53,88.66
7,Add,12576,50304,0.05,0.77,0,0,0,0
8,Conv,6682,26728,0.03,0.41,102760448,102.76,3844.67,88.34
9,Conv,13918,55672,0.06,0.85,231211008,231.21,4153.09,95.43
10,Conv,6658,26632,0.03,0.41,102760448,102.76,3858.53,88.66
11,Add,12576,50304,0.05,0.77,0,0,0,0
12,Conv,6683,26732,0.03,0.41,102760448,102.76,3844.10,88.33
13,Conv,13832,55328,0.06,0.84,231211008,231.21,4178.91,96.02
14,Conv,6658,26632,0.03,0.41,102760448,102.76,3858.53,88.66
15,Add,12576,50304,0.05,0.77,0,0,0,0
16,Conv,13894,55576,0.06,0.85,205520896,205.52,3698.02,84.97
17,Conv,6979,27916,0.03,0.42,51380224,51.38,1840.53,42.29
18,Conv,15592,62368,0.06,0.95,231211008,231.21,3707.21,85.18
19,Conv,6830,27320,0.03,0.42,102760448,102.76,3761.36,86.43
20,Add,6304,25216,0.03,0.38,0,0,0,0
21,Conv,7086,28344,0.03,0.43,102760448,102.76,3625.47,83.31
22,Conv,15664,62656,0.06,0.95,231211008,231.21,3690.17,84.79
23,Conv,7086,28344,0.03,0.43,102760448,102.76,3625.47,83.31
24,Add,6304,25216,0.03,0.38,0,0,0,0
25,Conv,7088,28352,0.03,0.43,102760448,102.76,3624.45,83.28
26,Conv,15660,62640,0.06,0.95,231211008,231.21,3691.11,84.81
27,Conv,7053,28212,0.03,0.43,102760448,102.76,3642.44,83.70
28,Add,6304,25216,0.03,0.38,0,0,0,0
29,Conv,7107,28428,0.03,0.43,102760448,102.76,3614.76,83.06
30,Conv,15663,62652,0.06,0.95,231211008,231.21,3690.40,84.80
31,Conv,7083,28332,0.03,0.43,102760448,102.76,3627.01,83.34
32,Add,6304,25216,0.03,0.38,0,0,0,0
33,Conv,20146,80584,0.08,1.23,205520896,205.52,2550.39,58.60
34,Conv,5920,23680,0.02,0.36,51380224,51.38,2169.77,49.86
35,Conv,19841,79364,0.08,1.21,231211008,231.21,2913.30,66.94
36,Conv,10193,40772,0.04,0.62,102760448,102.76,2520.37,57.91
37,Add,3360,13440,0.01,0.20,0,0,0,0
38,Conv,10189,40756,0.04,0.62,102760448,102.76,2521.36,57.94
39,Conv,19841,79364,0.08,1.21,231211008,231.21,2913.30,66.94
40,Conv,10205,40820,0.04,0.62,102760448,102.76,2517.40,57.84
41,Add,3360,13440,0.01,0.20,0,0,0,0
42,Conv,10279,41116,0.04,0.63,102760448,102.76,2499.28,57.43
43,Conv,19841,79364,0.08,1.21,231211008,231.21,2913.30,66.94
44,Conv,10193,40772,0.04,0.62,102760448,102.76,2520.37,57.91
45,Add,3360,13440,0.01,0.20,0,0,0,0
46,Conv,10188,40752,0.04,0.62,102760448,102.76,2521.61,57.94
47,Conv,19841,79364,0.08,1.21,231211008,231.21,2913.30,66.94
48,Conv,10196,40784,0.04,0.62,102760448,102.76,2519.63,57.90
49,Add,3360,13440,0.01,0.20,0,0,0,0
50,Conv,10192,40768,0.04,0.62,102760448,102.76,2520.62,57.92
51,Conv,19841,79364,0.08,1.21,231211008,231.21,2913.30,66.94
52,Conv,10192,40768,0.04,0.62,102760448,102.76,2520.62,57.92
53,Add,3360,13440,0.01,0.20,0,0,0,0
54,Conv,10189,40756,0.04,0.62,102760448,102.76,2521.36,57.94
55,Conv,19841,79364,0.08,1.21,231211008,231.21,2913.30,66.94
56,Conv,10270,41080,0.04,0.63,102760448,102.76,2501.47,57.48
57,Add,3360,13440,0.01,0.20,0,0,0,0
58,Conv,10205,40820,0.04,0.62,102760448,102.76,2517.40,57.84
59,Conv,19841,79364,0.08,1.21,231211008,231.21,2913.30,66.94
60,Conv,10191,40764,0.04,0.62,102760448,102.76,2520.86,57.92
