ins_idx,latency(cycles),latency(ns)
1,36609,146436
2,10159,40636
3,6658,26632
4,1939,7756
5,13833,55332
6,6658,26632
7,12576,50304
8,6682,26728
9,13918,55672
10,6658,26632
11,12576,50304
12,6683,26732
13,13832,55328
14,6658,26632
15,12576,50304
16,13894,55576
17,6979,27916
18,15592,62368
19,6830,27320
20,6304,25216
21,7086,28344
22,15664,62656
23,7086,28344
24,6304,25216
25,7088,28352
26,15660,62640
27,7053,28212
28,6304,25216
29,7107,28428
30,15663,62652
31,7083,28332
32,6304,25216
33,20146,80584
34,5920,23680
35,19841,79364
36,10193,40772
37,3360,13440
38,10189,40756
39,19841,79364
40,10205,40820
41,3360,13440
42,10279,41116
43,19841,79364
44,10193,40772
45,3360,13440
46,10188,40752
47,19841,79364
48,10196,40784
49,3360,13440
50,10192,40768
51,19841,79364
52,10192,40768
53,3360,13440
54,10189,40756
55,19841,79364
56,10270,41080
57,3360,13440
58,10205,40820
59,19841,79364
60,10191,40764
61,3360,13440
62,10268,41072
63,19841,79364
64,10192,40768
65,3360,13440
66,10254,41016
67,19841,79364
68,10194,40776
69,3360,13440
70,10235,40940
71,19841,79364
72,10193,40772
73,3360,13440
74,10189,40756
75,22648,90592
76,10198,40792
77,3360,13440
78,10191,40764
79,22630,90520
80,10209,40836
81,3360,13440
82,10192,40768
83,22646,90584
84,10194,40776
85,3360,13440
86,10192,40768
87,22645,90580
88,10193,40772
89,3360,13440
90,10193,40772
91,22650,90600
92,10193,40772
93,3360,13440
94,10191,40764
95,22648,90592
96,10191,40764
97,3360,13440
98,10195,40780
99,22647,90588
100,10194,40776
101,3360,13440
102,10192,40768
103,22606,90424
104,10222,40888
105,3360,13440
106,10189,40756
107,22647,90588
108,10195,40780
109,3360,13440
110,10217,40868
111,22645,90580
112,10188,40752
113,3360,13440
114,10191,40764
115,22650,90600
116,10192,40768
117,3360,13440
118,10192,40768
119,22604,90416
120,10200,40800
121,3360,13440
122,10199,40796
123,22650,90600
124,10192,40768
125,3360,13440
126,24261,97044
127,8576,34304
128,26347,105388
129,11890,47560
130,2080,8320
131,11890,47560
132,26346,105384
133,11890,47560
134,2080,8320
135,11890,47560
136,26346,105384
137,11890,47560
138,2080,8320
139,50376,201504
140,33599,134396
