ins_idx,latency(cycles),latency(ns)
1,22215,88860
2,2514,10056
3,27430,109720
4,1940,7760
5,14962,59848
6,19841,79364
7,13335,53340
8,1352,5408
9,600690,2402760
10,267076,1068304
11,66880,267520
