ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,12820,51280,0.05,3.26,43352064,43.35,845.40,14.57
2,Conv,79980,319920,0.32,20.33,924844032,924.84,2890.86,49.82
3,Conv,20212,80848,0.08,5.14,462422016,462.42,5719.65,98.57
4,Conv,40134,160536,0.16,10.20,462422016,462.42,2880.49,49.64
5,Conv,20211,80844,0.08,5.14,231211008,231.21,2859.96,49.29
6,Conv,20212,80848,0.08,5.14,231211008,231.21,2859.82,49.28
7,Conv,20211,80844,0.08,5.14,231211008,231.21,2859.96,49.29
8,Conv,20212,80848,0.08,5.14,231211008,231.21,2859.82,49.28
9,Remap,3168,12672,0.01,0.81,0,0,0,0
10,Remap,1600,6400,0.01,0.41,0,0,0,0
11,Remap,1600,6400,0.01,0.41,0,0,0,0
12,Remap,1600,6400,0.01,0.41,0,0,0,0
13,Remap,1600,6400,0.01,0.41,0,0,0,0
14,Conv,20211,80844,0.08,5.14,462422016,462.42,5719.93,98.57
15,MaxPool,7656,30624,0.03,1.95,0,0,0,0
16,Conv,10860,43440,0.04,2.76,144506880,144.51,3326.59,57.33
17,Conv,6896,27584,0.03,1.75,90316800,90.32,3274.25,56.43
18,Conv,6896,27584,0.03,1.75,90316800,90.32,3274.25,56.43
19,Conv,6895,27580,0.03,1.75,90316800,90.32,3274.72,56.43
20,Conv,6895,27580,0.03,1.75,90316800,90.32,3274.72,56.43
21,Remap,816,3264,0.00,0.21,0,0,0,0
22,Remap,816,3264,0.00,0.21,0,0,0,0
23,Remap,816,3264,0.00,0.21,0,0,0,0
24,Remap,816,3264,0.00,0.21,0,0,0,0
25,Remap,816,3264,0.00,0.21,0,0,0,0
26,Conv,12328,49312,0.05,3.13,263323648,263.32,5339.95,92.03
27,MaxPool,4776,19104,0.02,1.21,0,0,0,0
28,Conv,6794,27176,0.03,1.73,86704128,86.70,3190.47,54.98
29,Conv,2728,10912,0.01,0.69,32514048,32.51,2979.66,51.35
30,Conv,2728,10912,0.01,0.69,32514048,32.51,2979.66,51.35
31,Conv,2728,10912,0.01,0.69,32514048,32.51,2979.66,51.35
32,Conv,2728,10912,0.01,0.69,32514048,32.51,2979.66,51.35
33,Remap,448,1792,0.00,0.11,0,0,0,0
34,Remap,240,960,0.00,0.06,0,0,0,0
35,Remap,240,960,0.00,0.06,0,0,0,0
36,Remap,240,960,0.00,0.06,0,0,0,0
37,Remap,240,960,0.00,0.06,0,0,0,0
38,Conv,8691,34764,0.03,2.21,149323776,149.32,4295.36,74.02
39,MaxPool,1894,7576,0.01,0.48,0,0,0,0
40,Conv,2728,10912,0.01,0.69,37933056,37.93,3476.27,59.91
41,Conv,1000,4000,0.00,0.25,11063808,11.06,2765.95,47.67
42,Conv,1000,4000,0.00,0.25,11063808,11.06,2765.95,47.67
43,Conv,1000,4000,0.00,0.25,11063808,11.06,2765.95,47.67
44,Conv,1000,4000,0.00,0.25,11063808,11.06,2765.95,47.67
45,Remap,224,896,0.00,0.06,0,0,0,0
46,Remap,96,384,0.00,0.02,0,0,0,0
47,Remap,96,384,0.00,0.02,0,0,0,0
48,Remap,96,384,0.00,0.02,0,0,0,0
49,Remap,96,384,0.00,0.02,0,0,0,0
50,Conv,4038,16152,0.02,1.03,66633728,66.63,4125.42,71.10
51,AveragePool,12710,50840,0.05,3.23,0,0,0,0
52,Fc,8509,34036,0.03,2.16,1024000,1.02,30.09,94.02
