ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,54983,219932,0.22,9.94,236027904,236.03,1073.19,18.49
2,MaxPool,14278,57112,0.06,2.58,0,0,0,0
3,Conv,20922,83688,0.08,3.78,231211008,231.21,2762.77,47.61
4,Conv,20949,83796,0.08,3.79,231211008,231.21,2759.21,47.55
5,Add,3168,12672,0.01,0.57,0,0,0,0
6,Conv,20953,83812,0.08,3.79,231211008,231.21,2758.69,47.54
7,Conv,20944,83776,0.08,3.79,231211008,231.21,2759.87,47.56
8,Add,3168,12672,0.01,0.57,0,0,0,0
9,Conv,20948,83792,0.08,3.79,231211008,231.21,2759.34,47.55
10,Conv,20968,83872,0.08,3.79,231211008,231.21,2756.71,47.51
11,Add,3168,12672,0.01,0.57,0,0,0,0
12,Conv,1892,7568,0.01,0.34,12845056,12.85,1697.29,29.25
13,Conv,6305,25220,0.03,1.14,115605504,115.61,4583.88,79.00
14,Conv,10860,43440,0.04,1.96,231211008,231.21,5322.54,91.73
15,Add,1600,6400,0.01,0.29,0,0,0,0
16,Conv,10860,43440,0.04,1.96,231211008,231.21,5322.54,91.73
17,Conv,10860,43440,0.04,1.96,231211008,231.21,5322.54,91.73
18,Add,1600,6400,0.01,0.29,0,0,0,0
19,Conv,10860,43440,0.04,1.96,231211008,231.21,5322.54,91.73
20,Conv,10860,43440,0.04,1.96,231211008,231.21,5322.54,91.73
21,Add,1600,6400,0.01,0.29,0,0,0,0
22,Conv,10860,43440,0.04,1.96,231211008,231.21,5322.54,91.73
23,Conv,10860,43440,0.04,1.96,231211008,231.21,5322.54,91.73
24,Add,1600,6400,0.01,0.29,0,0,0,0
25,Conv,1322,5288,0.01,0.24,12845056,12.85,2429.10,41.86
26,Conv,6795,27180,0.03,1.23,115605504,115.61,4253.33,73.30
27,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
28,Add,864,3456,0.00,0.16,0,0,0,0
29,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
30,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
31,Add,864,3456,0.00,0.16,0,0,0,0
32,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
33,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
34,Add,864,3456,0.00,0.16,0,0,0,0
35,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
36,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
37,Add,864,3456,0.00,0.16,0,0,0,0
38,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
39,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
40,Add,864,3456,0.00,0.16,0,0,0,0
41,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
42,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
43,Add,864,3456,0.00,0.16,0,0,0,0
44,Conv,2323,9292,0.01,0.42,12845056,12.85,1382.38,23.82
45,Conv,6794,27176,0.03,1.23,115605504,115.61,4253.96,73.31
46,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
47,Add,544,2176,0.00,0.10,0,0,0,0
48,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
49,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
50,Add,544,2176,0.00,0.10,0,0,0,0
51,Conv,13299,53196,0.05,2.40,231211008,231.21,4346.40,74.90
52,Conv,13300,53200,0.05,2.40,231211008,231.21,4346.07,74.90
53,Add,544,2176,0.00,0.10,0,0,0,0
54,AveragePool,12710,50840,0.05,2.30,0,0,0,0
55,Fc,8496,33984,0.03,1.54,1024000,1.02,30.13,94.16
