ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,54569,218276,0.22,6.43,236027904,236.03,1081.33,37.27
2,MaxPool,14284,57136,0.06,1.68,0,0,0,0
3,Conv,20188,80752,0.08,2.38,231211008,231.21,2863.22,98.69
4,Conv,20388,81552,0.08,2.40,231211008,231.21,2835.14,97.72
5,Add,3170,12680,0.01,0.37,0,0,0,0
6,Conv,20310,81240,0.08,2.39,231211008,231.21,2846.02,98.09
7,Conv,20310,81240,0.08,2.39,231211008,231.21,2846.02,98.09
8,Add,3170,12680,0.01,0.37,0,0,0,0
9,Conv,20309,81236,0.08,2.39,231211008,231.21,2846.16,98.10
10,Conv,20310,81240,0.08,2.39,231211008,231.21,2846.02,98.09
11,Add,3170,12680,0.01,0.37,0,0,0,0
12,Conv,1941,7764,0.01,0.23,12845056,12.85,1654.44,57.02
13,Conv,11129,44516,0.04,1.31,115605504,115.61,2596.94,89.51
14,Conv,21409,85636,0.09,2.52,231211008,231.21,2699.93,93.06
15,Add,1602,6408,0.01,0.19,0,0,0,0
16,Conv,21408,85632,0.09,2.52,231211008,231.21,2700.05,93.06
17,Conv,21408,85632,0.09,2.52,231211008,231.21,2700.05,93.06
18,Add,1602,6408,0.01,0.19,0,0,0,0
19,Conv,21408,85632,0.09,2.52,231211008,231.21,2700.05,93.06
20,Conv,21408,85632,0.09,2.52,231211008,231.21,2700.05,93.06
21,Add,1602,6408,0.01,0.19,0,0,0,0
22,Conv,21408,85632,0.09,2.52,231211008,231.21,2700.05,93.06
23,Conv,21408,85632,0.09,2.52,231211008,231.21,2700.05,93.06
24,Add,1602,6408,0.01,0.19,0,0,0,0
25,Conv,1854,7416,0.01,0.22,12845056,12.85,1732.07,59.70
26,Conv,13278,53112,0.05,1.56,115605504,115.61,2176.64,75.02
27,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
28,Add,866,3464,0.00,0.10,0,0,0,0
29,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
30,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
31,Add,866,3464,0.00,0.10,0,0,0,0
32,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
33,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
34,Add,866,3464,0.00,0.10,0,0,0,0
35,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
36,Conv,26288,105152,0.11,3.10,231211008,231.21,2198.83,75.79
37,Add,866,3464,0.00,0.10,0,0,0,0
38,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
39,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
40,Add,866,3464,0.00,0.10,0,0,0,0
41,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
42,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
43,Add,866,3464,0.00,0.10,0,0,0,0
44,Conv,2300,9200,0.01,0.27,12845056,12.85,1396.20,48.12
45,Conv,13277,53108,0.05,1.56,115605504,115.61,2176.80,75.03
46,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
47,Add,546,2184,0.00,0.06,0,0,0,0
48,Conv,26288,105152,0.11,3.10,231211008,231.21,2198.83,75.79
49,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
50,Add,546,2184,0.00,0.06,0,0,0,0
51,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
52,Conv,26287,105148,0.11,3.10,231211008,231.21,2198.91,75.79
53,Add,546,2184,0.00,0.06,0,0,0,0
54,AveragePool,12716,50864,0.05,1.50,0,0,0,0
55,Fc,8495,33980,0.03,1.00,1024000,1.02,30.14,94.17
