ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,118023,472092,0.47,13.25,236027904,236.03,499.96,34.46
2,MaxPool,28356,113424,0.11,3.18,0,0,0,0
3,Conv,43481,173924,0.17,4.88,231211008,231.21,1329.38,91.64
4,Conv,43481,173924,0.17,4.88,231211008,231.21,1329.38,91.64
5,Add,3168,12672,0.01,0.36,0,0,0,0
6,Conv,43479,173916,0.17,4.88,231211008,231.21,1329.44,91.64
7,Conv,43483,173932,0.17,4.88,231211008,231.21,1329.32,91.64
8,Add,3168,12672,0.01,0.36,0,0,0,0
9,Conv,2659,10636,0.01,0.30,12845056,12.85,1207.70,83.25
10,Conv,22280,89120,0.09,2.50,115605504,115.61,1297.19,89.42
11,Conv,44361,177444,0.18,4.98,231211008,231.21,1303.01,89.82
12,Add,1600,6400,0.01,0.18,0,0,0,0
13,Conv,44369,177476,0.18,4.98,231211008,231.21,1302.77,89.81
14,Conv,44369,177476,0.18,4.98,231211008,231.21,1302.77,89.81
15,Add,1600,6400,0.01,0.18,0,0,0,0
16,Conv,2972,11888,0.01,0.33,12845056,12.85,1080.51,74.48
17,Conv,24929,99716,0.10,2.80,115605504,115.61,1159.35,79.92
18,Conv,49667,198668,0.20,5.58,231211008,231.21,1163.81,80.23
19,Add,864,3456,0.00,0.10,0,0,0,0
20,Conv,49665,198660,0.20,5.57,231211008,231.21,1163.85,80.23
21,Conv,49667,198668,0.20,5.58,231211008,231.21,1163.81,80.23
22,Add,864,3456,0.00,0.10,0,0,0,0
23,Conv,3394,13576,0.01,0.38,12845056,12.85,946.16,65.22
24,Conv,28464,113856,0.11,3.20,115605504,115.61,1015.37,69.99
25,Conv,56731,226924,0.23,6.37,231211008,231.21,1018.89,70.24
26,Add,544,2176,0.00,0.06,0,0,0,0
27,Conv,56739,226956,0.23,6.37,231211008,231.21,1018.75,70.23
28,Conv,56731,226924,0.23,6.37,231211008,231.21,1018.89,70.24
29,Add,544,2176,0.00,0.06,0,0,0,0
30,AveragePool,12676,50704,0.05,1.42,0,0,0,0
31,Fc,8554,34216,0.03,0.96,1024000,1.02,29.93,93.52
