round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,115402,30486,20075540,5719,52646,20279793
2,80720,64485,20102897,72634,80207,20400943
3,123385,60526,20107794,88843,88740,20469288
4,128441,59444,20086271,83258,81910,20439324
5,117360,76536,20050426,3964,14662,20262948
6,86256,34147,20128845,3737,18072,20271057
7,92966,65140,20083045,4596,24098,20269845
8,96350,68100,20078337,10297,54291,20307375
9,106874,54679,20129833,8747,51996,20352129
10,108592,98422,20102815,8549,53909,20372287
11,113828,47466,20108376,9971,57464,20337105
12,177248,49387,20111427,9857,52863,20400782
13,106043,61191,20114899,9216,52380,20343729
14,165634,64573,20113486,8642,53871,20406206
15,162216,58668,20082774,8993,60875,20373526
16,132793,64927,20114174,8993,56158,20377045
17,192879,60688,20089866,9518,53189,20406140
18,131705,66309,20121863,9093,50991,20379961
19,111833,54848,20085208,11329,63423,20326641
20,133030,66302,20121985,9149,54419,20384885
21,107467,61077,20121776,10245,53481,20354046
22,113433,47519,20108203,8607,53298,20331060
23,156726,61538,20120784,108707,134611,20582366
24,280901,97078,20088186,8721,57702,20532588
25,116315,49940,20087939,40895,109435,20404524
26,172821,89884,20144469,108860,154890,20670924
27,149844,84957,20142678,107751,142752,20627982
28,195249,92298,20118953,74989,78201,20559690
29,200881,136441,20155327,98758,140906,20732313
30,213600,140720,20113903,8613,55128,20531964
31,180518,58541,20113429,8687,55265,20416440
32,131136,64270,20090129,12337,67466,20365338
33,132632,32778,20141848,3288,18280,20328826
34,91644,63356,20074446,4121,24311,20257878
35,110818,70198,20092517,6886,38963,20319382
36,123602,44441,20086000,11516,63795,20329354
37,142741,61986,20120365,9389,56509,20390990
38,130543,64182,20123045,10297,55405,20383472
39,106993,63006,20083667,11531,66715,20331912
40,114483,58380,20112503,9169,51560,20346095
41,121328,62788,20110132,8485,53856,20356589
42,166941,57629,20113232,9529,85955,20433286
43,173104,58024,20079566,9163,51775,20371632
44,102816,46916,20117296,8603,51806,20327437
45,132156,59323,20087528,12089,64524,20355620
46,131967,54044,20089434,9066,67286,20351797
47,135180,54216,20112465,10176,56501,20368538
48,115923,54855,20096023,10164,50757,20327722
49,98884,53011,20075933,8930,48879,20285637
50,114865,46472,20077959,9199,45875,20294370
