round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,114199,30769,12076282,65154,56835,12343239
2,121149,64257,12058142,5915,55590,12305053
3,85387,59776,12180258,65725,76719,12467865
4,118815,61885,12077148,67485,82319,12407652
5,123377,66823,12129807,66396,78607,12465010
6,86869,61894,12111615,73369,86307,12420054
7,115635,84675,12091355,68747,83764,12444176
8,134386,85131,12098200,84339,116063,12518119
9,130182,79016,12110428,95211,135255,12550092
10,254205,71750,12095357,135908,105257,12662477
11,198502,148316,12146142,26689,105424,12625073
12,195590,58372,12118130,112050,162685,12646827
13,169413,134769,12123865,115615,161323,12704985
14,154205,86390,12082704,27901,154492,12505692
15,198021,121514,12119055,109822,124395,12672807
16,195448,51817,12110297,106316,146674,12610552
17,186107,124864,12128997,119588,153152,12712708
18,156428,85869,12122676,117483,153713,12636169
19,203807,130171,12109662,26126,104159,12573925
20,195366,96425,12087217,8659,50198,12437865
21,98708,59139,12079022,9866,53480,12300215
22,97609,58720,12088980,8632,50370,12304311
23,117097,61854,12088501,9039,52482,12328973
24,156151,68692,12083793,8931,51814,12369381
25,156430,53079,12080519,9506,53639,12353173
26,118629,62176,12093371,9008,50475,12333659
27,116574,62871,12089280,8579,49950,12327254
28,97458,58626,12088140,9262,51258,12304744
29,160208,62851,12095240,10341,56186,12384826
30,118676,62611,12081448,8566,49859,12321160
31,140830,56776,12074352,8654,49717,12330329
32,113645,58827,12083220,9498,50354,12315544
33,98890,59021,12084574,8998,51946,12303429
34,102410,61581,12050724,10157,58556,12283428
35,109756,52476,12077733,8550,52397,12300912
36,98355,60459,12078139,8902,51715,12297570
37,175539,57278,12084391,9421,52125,12378754
38,118122,93082,12073872,10504,59391,12354971
39,163072,57593,12087272,8803,51011,12367751
40,98802,59566,12118169,43960,143523,12464020
41,189780,129019,12076114,8892,52369,12456174
42,158666,57913,12035822,8592,41614,12302607
43,87666,40234,12019773,4135,15287,12167095
44,64159,30020,12016919,3242,17124,12131464
45,74151,31760,12045270,3475,17832,12172488
46,90319,30561,12051341,5487,13464,12191172
47,66077,29724,12131387,6680,14972,12248840
48,83317,68330,12131684,4118,14497,12301946
49,89847,71515,12016561,3398,15119,12196440
50,50555,29972,12063337,3647,14550,12162061
