ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,68948,275792,0.28,22.01,335329344,335.33,1215.88,27.94
2,MaxPool,14362,57448,0.06,4.59,0,0,0,0
3,Conv,2584,10336,0.01,0.82,8957952,8.96,866.67,19.91
4,Conv,1787,7148,0.01,0.57,5971968,5.97,835.47,19.20
5,Conv,3476,13904,0.01,1.11,53747712,53.75,3865.63,88.82
6,Remap,1496,5984,0.01,0.48,0,0,0,0
7,Conv,4812,19248,0.02,1.54,17915904,17.92,930.79,21.39
8,Conv,1787,7148,0.01,0.57,5971968,5.97,835.47,19.20
9,Conv,3476,13904,0.01,1.11,53747712,53.75,3865.63,88.82
10,Remap,1496,5984,0.01,0.48,0,0,0,0
11,Conv,4811,19244,0.02,1.54,35831808,35.83,1861.97,42.78
12,Conv,3275,13100,0.01,1.05,23887872,23.89,1823.50,41.90
13,Conv,12929,51716,0.05,4.13,214990848,214.99,4157.14,95.52
14,Remap,2960,11840,0.01,0.94,0,0,0,0
15,MaxPool,14034,56136,0.06,4.48,0,0,0,0
16,Conv,2619,10476,0.01,0.84,17915904,17.92,1710.19,39.30
17,Conv,1067,4268,0.00,0.34,5971968,5.97,1399.24,32.15
18,Conv,3577,14308,0.01,1.14,53747712,53.75,3756.48,86.32
19,Remap,768,3072,0.00,0.25,0,0,0,0
20,Conv,2620,10480,0.01,0.84,26873856,26.87,2564.30,58.92
21,Conv,1463,5852,0.01,0.47,13436928,13.44,2296.13,52.76
22,Conv,7644,30576,0.03,2.44,120932352,120.93,3955.14,90.88
23,Remap,1136,4544,0.00,0.36,0,0,0,0
24,Conv,3764,15056,0.02,1.20,40310784,40.31,2677.39,61.52
25,Conv,1463,5852,0.01,0.47,13436928,13.44,2296.13,52.76
26,Conv,7643,30572,0.03,2.44,120932352,120.93,3955.66,90.89
27,Remap,1136,4544,0.00,0.36,0,0,0,0
28,Conv,3763,15052,0.02,1.20,53747712,53.75,3570.80,82.05
29,Conv,1858,7432,0.01,0.59,23887872,23.89,3214.19,73.86
30,Conv,13335,53340,0.05,4.26,214990848,214.99,4030.57,92.61
31,Remap,1504,6016,0.01,0.48,0,0,0,0
32,MaxPool,7124,28496,0.03,2.27,0,0,0,0
33,Conv,1445,5780,0.01,0.46,16613376,16.61,2874.29,66.05
34,Conv,706,2824,0.00,0.23,5537792,5.54,1960.97,45.06
35,Conv,3578,14312,0.01,1.14,49840128,49.84,3482.40,80.02
36,Remap,384,1536,0.00,0.12,0,0,0,0
37,Conv,17699,70796,0.07,5.65,259584000,259.58,3666.65,84.25
38,AveragePool,84700,338800,0.34,27.04,0,0,0,0
