OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,0,0,0,0,sta,7269
64,8,224,224,3,3,2,2,0,0,0,0,dyn,7268
64,64,55,55,1,1,1,1,0,0,0,0,sta,1890
64,64,55,55,1,1,1,1,0,0,0,0,dyn,1890
64,32,55,55,1,1,1,1,0,0,0,0,sta,1835
64,32,55,55,1,1,1,1,0,0,0,0,dyn,1836
64,16,55,55,3,3,1,1,1,1,1,1,sta,3577
64,16,55,55,3,3,1,1,1,1,1,1,dyn,3578
64,192,55,55,1,1,1,1,0,0,0,0,sta,4956
64,192,55,55,1,1,1,1,0,0,0,0,dyn,4956
64,32,55,55,1,1,1,1,0,0,0,0,sta,1836
64,32,55,55,1,1,1,1,0,0,0,0,dyn,1836
64,16,55,55,3,3,1,1,1,1,1,1,sta,3577
64,16,55,55,3,3,1,1,1,1,1,1,dyn,3578
64,192,27,27,1,1,1,1,0,0,0,0,sta,1476
64,192,27,27,1,1,1,1,0,0,0,0,dyn,1476
128,32,27,27,1,1,1,1,0,0,0,0,sta,1068
128,32,27,27,1,1,1,1,0,0,0,0,dyn,1067
128,32,27,27,3,3,1,1,1,1,1,1,sta,3577
128,32,27,27,3,3,1,1,1,1,1,1,dyn,3693
64,384,27,27,1,1,1,1,0,0,0,0,sta,2620
64,384,27,27,1,1,1,1,0,0,0,0,dyn,2620
128,32,27,27,1,1,1,1,0,0,0,0,sta,1067
128,32,27,27,1,1,1,1,0,0,0,0,dyn,1067
128,32,27,27,3,3,1,1,1,1,1,1,sta,3577
128,32,27,27,3,3,1,1,1,1,1,1,dyn,3696
64,384,13,13,1,1,1,1,0,0,0,0,sta,886
64,384,13,13,1,1,1,1,0,0,0,0,dyn,894
192,48,13,13,1,1,1,1,0,0,0,0,sta,599
192,48,13,13,1,1,1,1,0,0,0,0,dyn,599
192,48,13,13,3,3,1,1,1,1,1,1,sta,2154
192,48,13,13,3,3,1,1,1,1,1,1,dyn,2530
64,576,13,13,1,1,1,1,0,0,0,0,sta,1165
64,576,13,13,1,1,1,1,0,0,0,0,dyn,1223
192,48,13,13,1,1,1,1,0,0,0,0,sta,598
192,48,13,13,1,1,1,1,0,0,0,0,dyn,598
192,48,13,13,3,3,1,1,1,1,1,1,sta,2154
192,48,13,13,3,3,1,1,1,1,1,1,dyn,2451
64,576,13,13,1,1,1,1,0,0,0,0,sta,1165
64,576,13,13,1,1,1,1,0,0,0,0,dyn,1224
256,64,13,13,1,1,1,1,0,0,0,0,sta,706
256,64,13,13,1,1,1,1,0,0,0,0,dyn,706
256,64,13,13,3,3,1,1,1,1,1,1,sta,3577
256,64,13,13,3,3,1,1,1,1,1,1,dyn,4244
64,768,13,13,1,1,1,1,0,0,0,0,sta,1445
64,768,13,13,1,1,1,1,0,0,0,0,dyn,1550
256,64,13,13,1,1,1,1,0,0,0,0,sta,706
256,64,13,13,1,1,1,1,0,0,0,0,dyn,706
256,64,13,13,3,3,1,1,1,1,1,1,sta,3577
256,64,13,13,3,3,1,1,1,1,1,1,dyn,4205
1024,768,13,13,1,1,1,1,0,0,0,0,sta,17699
1024,768,13,13,1,1,1,1,0,0,0,0,dyn,21405
