round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,106629,31242,16098403,6116,54261,16296651
2,86836,50405,16133442,68164,85350,16424197
3,120460,59580,16134582,66890,87265,16468777
4,51324,61420,16137500,81342,82179,16413765
5,93079,33884,16151873,74986,103157,16456979
6,64437,73744,16177058,98576,135179,16548994
7,143712,89049,16166438,115072,126899,16641170
8,177855,133947,16168863,117479,100879,16699023
9,93631,81696,16174302,111800,162374,16623803
10,157419,47057,16182532,128562,168208,16683778
11,139788,95080,16162398,117559,177888,16692713
12,145148,84036,16181464,114617,116715,16641980
13,149396,46094,16181736,67302,112925,16557453
14,186359,96624,16173352,120980,119009,16696324
15,154993,84991,16187020,117363,171508,16715875
16,102730,84519,16162451,109556,168609,16627865
17,202173,98444,16164074,105107,108707,16678505
18,151997,83408,16168642,115623,121067,16640737
19,92222,44628,16175803,66284,127892,16506829
20,149733,119403,16174940,117790,156440,16718306
21,199179,88045,16177818,107235,147738,16720015
22,212957,83409,16165627,124257,171431,16757681
23,98286,82598,16172529,96492,180899,16630804
24,206274,87070,16177208,112869,115165,16698586
25,142396,52916,16151003,107720,153024,16607059
26,161433,88957,16171751,110517,119125,16651783
27,95611,45026,16181966,103495,118457,16544555
28,164711,83336,16151439,75127,125217,16599830
29,94722,45006,16212439,105687,107490,16565344
30,153794,108025,16191654,68406,103109,16624988
31,94496,45306,16171961,77139,59207,16448109
32,119726,64822,16148029,9756,57938,16400271
33,101464,62393,16152402,8797,56214,16381270
34,113863,41321,16148392,8346,54459,16366381
35,115887,61317,16144217,8253,53705,16383379
36,115651,56432,16155518,8877,53111,16389589
37,90219,40632,16139562,8838,55972,16335223
38,122101,60349,16138737,9012,57426,16387625
39,121342,65744,16138161,9171,55673,16390091
40,119799,64044,16140455,8629,55818,16388745
41,137246,59400,16142739,9522,56046,16404953
42,121161,64488,16139304,9633,56743,16391329
43,143083,60776,16139577,9207,55645,16408288
44,121350,63803,16139400,8932,54892,16388377
45,121546,63458,16163474,10408,59362,16418248
46,162740,57717,16137163,8594,57056,16423270
47,103667,61167,16148589,9140,54551,16377114
48,119550,62244,16146448,8919,54038,16391199
49,170879,63935,16117379,8666,57257,16418116
50,118662,80724,16123549,9733,53897,16386565
