ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,40112,160448,0.16,0.72,173408256,173.41,1080.78,37.25
2,Conv,319031,1276124,1.28,5.70,3699376128,3699.38,2898.92,99.92
3,MaxPool,44266,177064,0.18,0.79,0,0,0,0
4,Conv,159648,638592,0.64,2.85,1849688064,1849.69,2896.51,99.83
5,Conv,319031,1276124,1.28,5.70,3699376128,3699.38,2898.92,99.92
6,MaxPool,17464,69856,0.07,0.31,0,0,0,0
7,Conv,159648,638592,0.64,2.85,1849688064,1849.69,2896.51,99.83
8,Conv,319031,1276124,1.28,5.70,3699376128,3699.38,2898.92,99.92
9,Conv,319031,1276124,1.28,5.70,3699376128,3699.38,2898.92,99.92
10,Conv,319031,1276124,1.28,5.70,3699376128,3699.38,2898.92,99.92
11,MaxPool,8186,32744,0.03,0.15,0,0,0,0
12,Conv,169406,677624,0.68,3.02,1849688064,1849.69,2729.67,94.08
13,Conv,338547,1354188,1.35,6.04,3699376128,3699.38,2731.80,94.16
14,Conv,338547,1354188,1.35,6.04,3699376128,3699.38,2731.80,94.16
15,Conv,338547,1354188,1.35,6.04,3699376128,3699.38,2731.80,94.16
16,MaxPool,4657,18628,0.02,0.08,0,0,0,0
17,Conv,104352,417408,0.42,1.86,924844032,924.84,2215.68,76.37
18,Conv,104352,417408,0.42,1.86,924844032,924.84,2215.68,76.37
19,Conv,104352,417408,0.42,1.86,924844032,924.84,2215.68,76.37
20,Conv,104352,417408,0.42,1.86,924844032,924.84,2215.68,76.37
21,MaxPool,1196,4784,0.00,0.02,0,0,0,0
22,Fc,1634851,6539404,6.54,29.19,205520896,205.52,31.43,98.21
23,Fc,267067,1068268,1.07,4.77,33554432,33.55,31.41,98.16
24,Fc,66888,267552,0.27,1.19,8192000,8.19,30.62,95.68
